,AUPRC
Beckwith-Wiedemann Syndrome,0.07411609773110264
Extrahepatic Cholangiocarcinoma,0.09317551313789238
Clostridium; difficile (disorder),0.090540522236837
Infective cystitis,0.0927915040157235
"MYELOPROLIFERATIVE SYNDROME, TRANSIENT",0.09638885370866285
Hypocholesterolemia,0.09378960523159861
Dysplastic Nevus,0.09811329820291767
Islet Cell Tumor,0.052918290201508074
Fabry Disease,0.04839862533293824
Cerebellar atrophy,0.04972468767838109
Bicuspid aortic valve,0.09983903597579644
MAJOR AFFECTIVE DISORDER 8,0.05406764288547854
"Anemia, Hemolytic",0.042573183821688995
Luminal B Breast Carcinoma,0.11651435285764444
intracranial glioma,0.10122541032073774
Maturity onset diabetes mellitus in young,0.1134517643796763
Melanocytic nevus of skin,0.14724994893192034
Idiopathic Inflammatory Myopathies,0.0751899337682516
Acute myelomonocytic leukemia,0.07483548269018922
MAJOR AFFECTIVE DISORDER 7,0.05745591964757828
MAJOR AFFECTIVE DISORDER 9,0.055409059891055074
Adenocarcinoma of rectum,0.08233438042986965
Nevus,0.09959394696614425
Lynch Syndrome,0.15955179748860768
Ovarian clear cell carcinoma,0.13190375981521327
Generalized Anxiety Disorder,0.052077688663357075
Hyperparathyroidism,0.060967256658103555
Childhood Angiosarcoma,0.08726001562196434
Adult Angiosarcoma,0.08760777609756332
Adenosquamous carcinoma,0.082615844870197
Oral Submucous Fibrosis,0.09268436663401096
Papillary Renal Cell Carcinoma,0.07946536969017953
Squamous cell carcinoma of the hypopharynx,0.10253793629298748
Aortic aneurysm without mention of rupture NOS,0.09188393247704528
"Macular dystrophy, corneal type 1",0.060034319067347575
Myxoid cyst,0.08725027613933534
High-Risk Neuroblastoma,0.14513111888001748
Childhood B Acute Lymphoblastic Leukemia,0.10106864784057722
Williams Syndrome,0.04527215155209307
Cleft Lip with or without Cleft Palate,0.05166758402164562
Chronic active hepatitis,0.062408375892032596
Rhabdoid Tumor,0.13332360087004425
Gastrointestinal mucositis,0.08456465827695787
Macrocephaly,0.07046962688757595
Polyneuropathy,0.04249333680704199
Childhood Pilocytic Astrocytoma,0.09727863494288655
Phyllodes Tumor,0.13130178751561816
AIDS related complex,0.06629337588307874
Epiretinal Membrane,0.06937735432516676
Decompression Sickness,0.051227231155470586
Coronary Stenosis,0.07348190893223601
Obstructive nephropathy,0.08657754382276496
Nijmegen Breakage Syndrome,0.15697755417252757
Mastocytosis,0.08040925172776842
Arthrogryposis,0.06945507164290127
Gastroenteritis,0.10240349826198596
"Brain Tumor, Primary",0.06926926538143786
Dysautonomia,0.07531811195665787
"Malformations of Cortical Development, Group II",0.0714987563501988
Lafora Disease,0.05230054975716623
Deuteranomaly,0.0904144590363149
"Mastocytosis, Systemic",0.07615882777848623
DiGeorge Syndrome,0.05302988635566721
alpha^+^ Thalassemia,0.0476365393986314
Russell-Silver syndrome,0.05825193223135073
Age-related cataract,0.057822658633257286
Inflammatory Myofibroblastic Tumor,0.05935084749320892
"Liposarcoma, Dedifferentiated",0.09978448712923138
Adult Pilocytic Astrocytoma,0.09817668864946791
Cytogenetically normal acute myeloid leukemia,0.05768355157082742
Large cell neuroendocrine carcinoma,0.06115358192209306
Idiopathic generalized epilepsy,0.06056671277414222
Trigeminal Neuralgia,0.1281779193282127
Traditional Serrated Adenoma,0.11772334100194183
Brucellosis,0.13845759907191518
Angelman Syndrome,0.07617342629383134
AMYOTROPHIC LATERAL SCLEROSIS 1,0.06439167701577082
Mild Mental Retardation,0.05356184976146481
Congenital cataract,0.049304560919115774
Wiskott-Aldrich Syndrome,0.08546800402968188
Ketosis,0.11130296656480253
Zinc deficiency,0.09804511499716508
Erythroblastosis,0.13410426465379122
Ganglioglioma,0.08903031269405792
Impaired insulin secretion,0.07730272085538754
Friedreich Ataxia,0.05072377992840421
Precursor cell lymphoblastic lymphoma,0.10912558564956862
Acquired Hypogammaglobulinemia,0.15433497131230214
psychological distress,0.05134541629234194
Synovial Cyst,0.07335555509852304
Pre B-cell acute lymphoblastic leukemia,0.09041509015885911
"Alzheimer Disease, Early Onset",0.07956272558254845
Carcinosarcoma,0.09947150056004819
Factor V Leiden mutation,0.07729647602759805
Stromal Neoplasm,0.09304105439165987
Adolescent idiopathic scoliosis,0.0829907298738361
"Amyotrophic Lateral Sclerosis, Familial",0.06108455858208159
Subfertility,0.05073809092377353
Periapical Periodontitis,0.09696193567413963
Childhood Lymphoblastic Lymphoma,0.11053377748082559
Autosomal dominant retinitis pigmentosa,0.11079847091687148
alpha-Thalassemia,0.056067539962563
Adult Lymphoblastic Lymphoma,0.11186192340688912
"Inclusion Body Myopathy, Sporadic",0.0720408830600492
Atypical Teratoid Rhabdoid Tumor,0.08540543498946829
MOHR-TRANEBJAERG SYNDROME,0.10618626984984773
Mitochondrial abnormalities,0.06763132498473862
Anhedonia,0.05993805935155103
Dentatorubral-Pallidoluysian Atrophy,0.06859492427581322
Autoinflammatory disease,0.09777944632072912
Malignant neoplasm of oropharynx,0.09941331026262484
Thymic Carcinoma,0.05479806883310474
Cystic kidney,0.0798491346427219
Enteritis,0.12441708615538943
Inclusion Body Myositis (disorder),0.0665393239367007
"Liposarcoma, Myxoid",0.08902399558834327
"Opitz GBBB Syndrome, X-Linked",0.10299758663866145
Malignant neoplasm of stomach stage IV,0.07503128708503032
Uterine Cervical Neoplasm,0.09685035905243441
"EAR, PATELLA, SHORT STATURE SYNDROME",0.06353434064993133
Learning Disabilities,0.05343347402498276
Cleft upper lip,0.03786211846581311
Li-Fraumeni Syndrome,0.11138322921697906
Gestational trophoblastic disease,0.08803828521669786
Cockayne Syndrome,0.05979407746784433
Spinocerebellar Ataxia Type 1,0.05182054742123983
"Meningitis, Pneumococcal",0.09620162031866658
Medullary carcinoma,0.09347802279027498
Fetal Alcohol Syndrome,0.09932796916516624
Dysmorphism,0.0395265198795355
Adult B Acute Lymphoblastic Leukemia,0.10625657202015808
Adult-Onset Still Disease,0.13249108692054448
"Leukemia, Mast-Cell",0.11957864388638993
MUTYH-Associate Polyposis,0.0743902172568351
Vitelliform Macular Dystrophy,0.06340857590263367
Ocular Hypertension,0.0812585459009744
Sickle Cell Trait,0.056155519206405276
Hepatitis D Infection,0.10140200670156087
"Anemia, Diamond-Blackfan",0.08168136150133747
Steroid resistant nephrotic syndrome of childhood,0.07766436441073105
Nonnuclear polymorphic congenital cataract,0.0845327462753073
Locally advanced breast cancer,0.08039919063963215
Sensory neuropathy,0.049125032162505036
Monocytic leukemia,0.08632737896042617
Tumour budding,0.10949475769777532
Steroid-resistant nephrotic syndrome,0.0737718876581425
Disease due to Parvoviridae,0.10492305742879304
Endometriosis of ovary,0.12177477206594235
Childhood Acute Monocytic Leukemia,0.049857372980543886
Adult Acute Monocytic Leukemia,0.05159235447373766
"Xeroderma Pigmentosum, Complementation Group D",0.07948421983096926
Early infantile epileptic encephalopathy with suppression bursts,0.09176729893762373
"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C",0.08177841657992138
Histiocytic sarcoma,0.0685947584704362
Follicular neoplasm,0.059913603906541636
Laryngeal cleft,0.08815043937638571
Folic Acid Deficiency,0.08035328552018646
ATRICHIA WITH PAPULAR LESIONS,0.07856979697614323
Inherited neuropathies,0.04940564752087589
"Tuberculosis, Multidrug-Resistant",0.08666341405924712
Elastosis perforans serpiginosa,0.06475836759168663
Polycythemia,0.15937572517749904
Tooth Attrition,0.07659068267986396
Gastrointestinal tract vascular insufficiency,0.07230800705261517
Vascular insufficiency of intestine,0.06757591078896406
"Anemia, severe",0.08716269375998449
Hereditary Breast and Ovarian Cancer Syndrome,0.1254233335303762
Treatment related acute myeloid leukaemia,0.06701287134944982
Anthrax disease,0.07422419020939912
"Carcinoma, Spindle-Cell",0.08948805901781176
Epithelial hyperplasia,0.08168179548434189
Hereditary Malignant Neoplasm,0.1935199651012479
SMITH-MCCORT DYSPLASIA 1,0.07546569588834375
Rhabdoid Tumor of the Kidney,0.10949725147879304
Adult Malignant Peripheral Nerve Sheath Tumor,0.07183398309583272
FRAGILE X TREMOR/ATAXIA SYNDROME,0.05479726965281762
Childhood Malignant Peripheral Nerve Sheath Tumor,0.07382210215079757
Myeloid neoplasm,0.05869073800459058
Alveolar Soft Part Sarcoma,0.07434219748728582
ACTH-Secreting Pituitary Adenoma,0.12504021003885174
Richter's syndrome,0.1672795085118892
Hereditary Leiomyomatosis and Renal Cell Cancer,0.11837831223226518
Primary Malignant Liver Neoplasm,0.06709077304573792
Fibrodysplasia Ossificans Progressiva,0.09360316180333082
Scrub Typhus,0.14523522267616318
Pseudolymphoma,0.07911569228934351
"Tuberculosis, extrapulmonary",0.07206294384527018
"Hemorrhagic Fevers, Viral",0.11458510898433269
Aggressive Non-Hodgkin Lymphoma,0.08841653825918326
Neuroectodermal Tumors,0.11903730796505943
TRICHOMONAS VAGINALIS (finding),0.07748499346403655
Solitary fibrous tumor,0.09607129056099194
Cerebellar Hypoplasia,0.0604712098431229
Combined immunodeficiency,0.08923785037556525
Mesenchymal Cell Neoplasm,0.06271450482449337
Coffin-Siris syndrome,0.0874881521716949
Monocytosis,0.10671447283150176
Adrenal cortical hypofunction,0.0660526704598796
Lissencephaly,0.0732212518558153
Extraskeletal Myxoid Chondrosarcoma,0.08520906279710803
Posterior subcapsular cataract,0.0876983303117592
Polycystic Kidney - body part,0.05792711358921018
Pure Red-Cell Aplasia,0.13802266059578935
"Reticuloendotheliosis, X-linked",0.08102950059705157
Clear Cell Sarcoma of Soft Tissue,0.08954590378494735
Fibrolamellar Hepatocellular Carcinoma,0.09364247989035998
Chronic schizophrenia,0.08350296012879735
"MICROPHTHALMIA, SYNDROMIC 7",0.07051255341569732
Verrucous carcinoma,0.07383877961004055
Metastatic Colorectal Carcinoma,0.07475742718324324
TUBEROUS SCLEROSIS 2 (disorder),0.19389997028371395
Childhood Pleomorphic Xanthoastrocytoma,0.09820608641581278
Therapy-related myelodysplastic syndrome,0.1078264064407843
Pleomorphic Xanthoastrocytoma,0.09067677986818166
Platinum-Resistant Ovarian Carcinoma,0.15685215091905946
Lobular carcinoma in situ of breast,0.08514456248776044
Acute monoblastic leukemia,0.07678128899240698
Adenocarcinoma of small intestine,0.09011139792791034
