,AUPRC
"Mastocytosis, Systemic",0.04906523020500155
Russell-Silver syndrome,0.04512475368726787
Age-related cataract,0.0645066198357386
Inflammatory Myofibroblastic Tumor,0.04508289770242967
"Liposarcoma, Dedifferentiated",0.062029714137895244
Adult Pilocytic Astrocytoma,0.06080510543992387
Large cell neuroendocrine carcinoma,0.056362783459334695
Traditional Serrated Adenoma,0.06807525065868285
Angelman Syndrome,0.06030256218839729
AMYOTROPHIC LATERAL SCLEROSIS 1,0.04513675280976142
Mild Mental Retardation,0.04476264280811521
Wiskott-Aldrich Syndrome,0.07068101252405787
Ketosis,0.07898049445115994
Zinc deficiency,0.047022385119639416
Friedreich Ataxia,0.03945842691394832
Spastic Paraplegia,0.05625469267541839
"Amyotrophic Lateral Sclerosis, Familial",0.042717709812612165
Autosomal dominant retinitis pigmentosa,0.07672194056736843
"Inclusion Body Myopathy, Sporadic",0.053184718001994515
Atypical Teratoid Rhabdoid Tumor,0.04041601015437358
MOHR-TRANEBJAERG SYNDROME,0.05558094486210922
Mitochondrial abnormalities,0.04013328791140557
"Opitz GBBB Syndrome, X-Linked",0.10235242075435634
Malignant neoplasm of stomach stage IV,0.05034675544267027
"EAR, PATELLA, SHORT STATURE SYNDROME",0.056829571398720156
Li-Fraumeni Syndrome,0.04698270291117224
Cockayne Syndrome,0.19333478920461808
Spinocerebellar Ataxia Type 1,0.03936124341967848
"Meningitis, Pneumococcal",0.06363379555168432
Medullary carcinoma,0.05018637184202169
Fetal Alcohol Syndrome,0.049369893277068796
Dysmorphism,0.04605968820921963
Vitelliform Macular Dystrophy,0.05290956753847264
"Anemia, Diamond-Blackfan",0.09179388596770392
Steroid resistant nephrotic syndrome of childhood,0.06295788227278523
Steroid-resistant nephrotic syndrome,0.061915842315109985
"Xeroderma Pigmentosum, Complementation Group D",0.13661839267807757
Early infantile epileptic encephalopathy with suppression bursts,0.10488516210288039
"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C",0.04809628324783484
Folic Acid Deficiency,0.04744795021564086
Inherited neuropathies,0.05324119572235477
Gastrointestinal tract vascular insufficiency,0.05049830452784516
Vascular insufficiency of intestine,0.05063607118934951
Peripheral motor neuropathy,0.05257925970478653
FRAGILE X TREMOR/ATAXIA SYNDROME,0.03854634207794625
Myeloid neoplasm,0.04974572267717952
Hereditary Leiomyomatosis and Renal Cell Cancer,0.059843394977743956
MELAS Syndrome,0.07616740274132856
TRICHOMONAS VAGINALIS (finding),0.0722479267948553
Myofibrillar Myopathy,0.04343731284532257
Giardiasis,0.05136814333584519
"Parkinson Disease, Familial, Type 1",0.0571747305168453
Rift Valley Fever,0.22286479606195114
TDP-43 Proteinopathies,0.04636244353208659
