source	target	__relationship_score	__directed	__edge_source	__reverse_directed	interaction
CDC42	YES1	1.3862943611198906	true	INDRA	false	interacts with
CDC42	CD4	1.3862943611198906	false	INDRA	true	interacts with
CDC42	RHOB	1.791759469228055	false	INDRA	true	interacts with
CDC42	LIMK1	3.4011973816621555	true	INDRA	true	interacts with
CDC42	RHOC	1.3862943611198906	false	INDRA	true	interacts with
CDC42	CFL1	0.6931471805599453	false	INDRA	true	interacts with
CDC42	VAV1	3.912023005428146	true	INDRA + NCI-PID	false	interacts with
CDC42	GSK3B	3.332204510175204	true	INDRA	true	interacts with
CDC42	ARHGDIA	4.110873864173311	true	INDRA + NCI-PID	false	interacts with
CDC42	ARHGEF6	3.8918202981106265	true	INDRA + NCI-PID	true	interacts with
CDC42	ARHGEF7	4.189654742026425	true	INDRA	true	interacts with
CDC42	CDC42BPA	2.5649493574615367	true	INDRA + NCI-PID	false	interacts with
CDC42	EXOC7	2.3978952727983707	true	INDRA + NCI-PID	false	interacts with
CDC42	IQGAP3	2.302585092994046	true	INDRA + NCI-PID	false	interacts with
CDC42	LIMK2	2.4849066497880004	true	INDRA	true	interacts with
CDC42	MAP3K11	4.465908118654584	true	INDRA + NCI-PID	true	interacts with
CDC42	RASGRF1	1.9459101490553132	true	INDRA	true	interacts with
CDC42	RPS6KB1	2.8903717578961645	true	INDRA + NCI-PID	true	interacts with
CDC42	TNK2	3.8501476017100584	true	INDRA + NCI-PID	true	interacts with
CDC42	DIAPH1	1.6094379124341003	false	INDRA	false	interacts with
CDC42	EZR	2.1972245773362196	false	INDRA	true	interacts with
CDC42	ETV5	2.302585092994046	true	INDRA	false	interacts with
CDC42	CDKN1B	0.6931471805599453	true	INDRA	false	interacts with
CDC42	PTEN	3.5263605246161616	true	INDRA	true	interacts with
CDC42	MSN	2.1972245773362196	true	INDRA	true	interacts with
CDC42	RDX	1.6094379124341003	true	INDRA	true	interacts with
CDC42	SPP1	0.6931471805599453	false	INDRA	true	interacts with
CDC42	SYK	1.3862943611198906	true	INDRA	false	interacts with
CDC42	CD44	2.4849066497880004	true	INDRA + NCI-PID	false	interacts with
CDC42	MMP2	1.6094379124341003	true	INDRA	true	interacts with
CDC42	VAV3	1.791759469228055	false	INDRA + NCI-PID	true	interacts with
CDC42	ILK	2.302585092994046	true	INDRA	true	interacts with
CDC42	PLAU	0.6931471805599453	false	INDRA	true	interacts with
CDC42	RELA	2.0794415416798357	true	INDRA	false	interacts with
CDC42	PLC-gamma family	2.6390573296152584	true	INDRA	false	interacts with
CDC42	testosterone	0.0	false	INDRA	true	interacts with
CDC42	ROR2	1.0986122886681098	true	INDRA	false	interacts with
CDC42	WNT5A	3.713572066704308	true	INDRA	false	interacts with
CDC42	WNT3A	1.3862943611198906	false	INDRA	true	interacts with
CDC42	DAAM1	1.6094379124341003	false	INDRA	false	interacts with
CDC42	FLNA	1.9459101490553132	false	INDRA	true	interacts with
CDC42	MAPK10	0.6931471805599453	true	INDRA + NCI-PID	false	interacts with
CDC42	ABL1	2.302585092994046	true	INDRA	false	interacts with
CDC42	NTRK1	1.0986122886681098	true	INDRA + NCI-PID	false	interacts with
CDC42	NGF	2.70805020110221	true	INDRA + NCI-PID	true	interacts with
CDC42	RHOG	3.367295829986474	true	INDRA	true	interacts with
CDC42	ARHGAP32	1.6094379124341003	true	INDRA + NCI-PID	false	interacts with
CDC42	CRK family	0.6931471805599453	false	INDRA	true	interacts with
CDC42	NTRK3	0.0	false	INDRA	true	interacts with
CDC42	NTF3	0.0	false	INDRA	true	interacts with
CDC42	DOCK1	1.791759469228055	true	INDRA	false	interacts with
CDC42	RIT2	1.6094379124341003	false	INDRA	true	interacts with
CDC42	BDNF	3.9512437185814275	true	INDRA	true	interacts with
CDC42	MCF2L	2.70805020110221	false	INDRA + NCI-PID	true	interacts with
CDC42	NTRK2	1.3862943611198906	true	INDRA	false	interacts with
CDC42	AGAP2	0.6931471805599453	false	INDRA	false	interacts with
CDC42	NTN1	3.258096538021482	true	INDRA + NCI-PID	false	interacts with
CDC42	DCC	1.6094379124341003	true	INDRA + NCI-PID	false	interacts with
CDC42	TRIO	2.3978952727983707	true	INDRA	true	interacts with
CDC42	MAP1B	2.772588722239781	false	INDRA	true	interacts with
CDC42	TRAF6	0.6931471805599453	true	INDRA	false	interacts with
CDC42	PAK family	6.1092475827643655	true	INDRA + NCI-PID	true	interacts with
CDC42	F11R	2.70805020110221	true	INDRA	true	interacts with
CDC42	NECTIN1	2.9444389791664403	true	INDRA	false	interacts with
CDC42	NECTIN3	2.8903717578961645	true	INDRA	false	interacts with
CDC42	PDGFRB	0.6931471805599453	true	INDRA	false	interacts with
CDC42	PVR	1.3862943611198906	true	INDRA	false	interacts with
CDC42	FARP2	1.791759469228055	false	INDRA + NCI-PID	true	interacts with
CDC42	CNR1	1.0986122886681098	false	INDRA	true	interacts with
CDC42	MAPRE1	2.772588722239781	false	INDRA	true	interacts with
CDC42	ARHGEF25	2.70805020110221	true	INDRA + NCI-PID	false	interacts with
CDC42	ARHGEF9	3.4965075614664802	true	INDRA + NCI-PID	true	interacts with
CDC42	BCAR3	1.6094379124341003	true	INDRA + NCI-PID	false	interacts with
CDC42	ARHGAP10	3.091042453358316	false	INDRA + NCI-PID	true	interacts with
CDC42	ARHGAP17	1.9459101490553132	false	INDRA + NCI-PID	true	interacts with
CDC42	ARHGAP1	3.9318256327243257	false	INDRA + NCI-PID	true	interacts with
CDC42	DOCK11	2.9444389791664403	false	INDRA + NCI-PID	true	interacts with
CDC42	DNMBP	1.791759469228055	false	INDRA + NCI-PID	true	interacts with
CDC42	DOCK10	3.4965075614664802	true	INDRA + NCI-PID	true	interacts with
CDC42	DOCK6	3.1780538303479458	false	INDRA + NCI-PID	true	interacts with
CDC42	DOCK9	3.4657359027997265	false	INDRA + NCI-PID	true	interacts with
CDC42	FGD1	3.6109179126442243	false	INDRA + NCI-PID	true	interacts with
CDC42	GIT1	2.0794415416798357	true	INDRA	false	interacts with
CDC42	ITSN2	3.044522437723423	false	INDRA + NCI-PID	true	interacts with
CDC42	MCF2	3.7376696182833684	true	INDRA + NCI-PID	true	interacts with
CDC42	NGEF	3.1780538303479458	false	INDRA + NCI-PID	true	interacts with
CDC42	RACGAP1	2.1972245773362196	false	INDRA + NCI-PID	true	interacts with
CDC42	RALBP1	0.0	false	INDRA + NCI-PID	true	interacts with
CDC42	SPATA13	0.6931471805599453	false	INDRA + NCI-PID	true	interacts with
CDC42	CDK5	2.1972245773362196	true	INDRA	false	interacts with
CDC42	RELN	3.4657359027997265	true	INDRA	true	interacts with
CDC42	PAFAH1B1	2.70805020110221	true	INDRA + NCI-PID	true	interacts with
CDC42	CLIP1	2.1972245773362196	true	INDRA	false	interacts with
CDC42	NDEL1	2.302585092994046	false	INDRA	true	interacts with
CDC42	PARVB	0.6931471805599453	true	INDRA	false	interacts with
CDC42	RUVBL1	0.0	false	INDRA	false	interacts with
CDC42	TNS1	0.6931471805599453	false	INDRA	true	interacts with
CDC42	PARP1	1.0986122886681098	true	INDRA	false	interacts with
CDC42	GIT2	0.6931471805599453	true	INDRA	false	interacts with
CDC42	3',5'-cyclic AMP	2.0794415416798357	true	INDRA	true	interacts with
CDC42	MYH2	0.6931471805599453	true	INDRA	false	interacts with
CDC42	CABLES1	1.3862943611198906	false	INDRA	true	interacts with
CDC42	ROBO1	2.3978952727983707	true	INDRA	false	interacts with
CDC42	CASP3	1.0986122886681098	false	INDRA	false	interacts with
CDC42	CBLL1	0.6931471805599453	false	INDRA	false	interacts with
CDC42	RET	1.3862943611198906	false	INDRA	true	interacts with
CDC42	GDNF	2.0794415416798357	true	INDRA	true	interacts with
CDC42	ITK	1.9459101490553132	true	INDRA	false	interacts with
CDC42	WAS	6.148468295917647	true	INDRA + NCI-PID	true	interacts with
CDC42	NF2	3.258096538021482	true	INDRA	true	interacts with
CDC42	ERBB2	1.9459101490553132	true	INDRA	true	interacts with
CDC42	NRG1	1.9459101490553132	false	INDRA	true	interacts with
CDC42	DOCK7	2.6390573296152584	false	INDRA + NCI-PID	true	interacts with
MAP3K1	MAP2K5	1.9459101490553132	true	INDRA	false	interacts with
MAP3K1	STAT3	1.9459101490553132	true	INDRA	false	interacts with
MAP3K1	ELK1	1.3862943611198906	true	INDRA	false	interacts with
MAP3K1	YWHAQ	0.0	false	INDRA	false	interacts with
MAP3K1	GRB2	2.5649493574615367	false	INDRA	false	interacts with
MAP3K1	YWHAE	0.0	false	INDRA	false	interacts with
MAP3K1	YWHAG	0.0	false	INDRA	false	interacts with
MAP3K1	SRF	0.6931471805599453	true	INDRA	false	interacts with
MAP3K1	DUSP1	0.0	true	INDRA	false	interacts with
MAP3K1	MAP2K4	5.135798437050262	true	INDRA + NCI-PID	true	interacts with
MAP3K1	CTNNB1	0.6931471805599453	true	INDRA	false	interacts with
MAP3K1	SH3GL2	0.0	true	INDRA	false	interacts with
MAP3K1	HGS	0.0	false	INDRA	false	interacts with
MAP3K1	PAK1	2.833213344056216	true	INDRA	false	interacts with
MAP3K1	PAK2	1.791759469228055	true	INDRA + NCI-PID	false	interacts with
MAP3K1	BCL2	0.6931471805599453	true	INDRA	false	interacts with
MAP3K1	RIPK1	2.995732273553991	true	INDRA	false	interacts with
MAP3K1	TNF	3.6375861597263857	true	INDRA	true	interacts with
MAP3K1	TRAF2	3.4965075614664802	true	INDRA	false	interacts with
MAP3K1	CASP8	1.3862943611198906	false	INDRA	false	interacts with
MAP3K1	FADD	1.0986122886681098	false	INDRA	true	interacts with
MAP3K1	MAP4K4	1.791759469228055	false	INDRA + NCI-PID	true	interacts with
MAP3K1	NFKB1	0.6931471805599453	false	INDRA	true	interacts with
MAP3K1	RELA	1.9459101490553132	false	INDRA	true	interacts with
MAP3K1	CHUK	3.6375861597263857	true	INDRA	false	interacts with
MAP3K1	NFKBIA	3.5263605246161616	true	INDRA	false	interacts with
MAP3K1	ceramide	1.6094379124341003	false	INDRA	true	interacts with
MAP3K1	GSK3B	2.6390573296152584	true	INDRA	false	interacts with
MAP3K1	MAP3K11	2.0794415416798357	true	INDRA	false	interacts with
MAP3K1	MAP2K3	1.9459101490553132	true	INDRA	false	interacts with
MAP3K1	MAP2K6	2.0794415416798357	true	INDRA	false	interacts with
MAP3K1	MAPK14	0.6931471805599453	true	INDRA	false	interacts with
MAP3K1	MAP2K7	3.828641396489095	true	INDRA	false	interacts with
MAP3K1	CD40	2.70805020110221	true	INDRA + NCI-PID	true	interacts with
MAP3K1	TRAF6	2.3978952727983707	true	INDRA	false	interacts with
MAP3K1	MAP3K14	2.1972245773362196	true	INDRA	false	interacts with
MAP3K1	MYC	0.6931471805599453	true	INDRA	false	interacts with
MAP3K1	MAPK11	0.6931471805599453	false	INDRA	true	interacts with
MAP3K1	CASP3	2.70805020110221	true	INDRA + NCI-PID	false	interacts with
MAP3K1	TFAP2A	0.6931471805599453	false	INDRA	true	interacts with
MAP3K1	CASP9	0.6931471805599453	false	INDRA	true	interacts with
MAP3K1	FASLG	1.791759469228055	false	INDRA	true	interacts with
MAP3K1	FAS	0.6931471805599453	true	INDRA	false	interacts with
MAP3K1	TNFRSF10A	1.6094379124341003	true	INDRA + NCI-PID	true	interacts with
MAP3K1	TNFSF10	1.3862943611198906	true	INDRA + NCI-PID	false	interacts with
MAP3K1	SLK	0.6931471805599453	false	INDRA	false	interacts with
MAP3K1	CRMA	0.6931471805599453	false	INDRA	true	interacts with
MAP3K1	EP300	1.0986122886681098	false	INDRA	true	interacts with
MAP3K1	PRKCB	1.0986122886681098	true	INDRA	false	interacts with
MAP3K1	NFATC3	2.995732273553991	false	INDRA + NCI-PID	true	interacts with
MAP3K1	NR4A1	1.0986122886681098	false	INDRA	true	interacts with
MAP3K1	XPO1	0.0	false	INDRA	false	interacts with
MAP3K1	GADD45 family	0.6931471805599453	false	INDRA	true	interacts with
MAP3K1	TAB family	3.1354942159291497	false	INDRA	true	interacts with
MAP3K1	MAP3K4	1.9459101490553132	false	INDRA	false	interacts with
MAP3K1	MAP3K7	0.6931471805599453	true	INDRA	false	interacts with
MAP3K1	SPP1	0.6931471805599453	true	INDRA + NCI-PID	false	interacts with
MAP3K1	CD44	2.4849066497880004	false	INDRA	false	interacts with
MAP3K1	CARD11	0.6931471805599453	false	INDRA	false	interacts with
MAP3K1	IKBKB	4.189654742026425	true	INDRA	true	interacts with
MAP3K1	IKBKG	1.6094379124341003	true	INDRA	true	interacts with
MAP3K1	LYN	1.3862943611198906	true	INDRA	false	interacts with
MAP3K1	MAP4K1	2.70805020110221	false	INDRA + NCI-PID	true	interacts with
MAP3K1	SMAD2	3.044522437723423	false	INDRA + NCI-PID	true	interacts with
MAP3K1	SMAD3	1.3862943611198906	false	INDRA	true	interacts with
MAP3K1	UBE2I	1.0986122886681098	false	INDRA	false	interacts with
MAP3K1	IL1B	2.6390573296152584	true	INDRA	true	interacts with
MAP3K1	SMAD7	0.0	false	INDRA	true	interacts with
MAP3K1	RACK1	1.791759469228055	false	INDRA	false	interacts with
MAP3K1	MAP4K2	2.5649493574615367	false	INDRA + NCI-PID	true	interacts with
MAP3K1	MAP4K3	1.3862943611198906	false	INDRA + NCI-PID	true	interacts with
MAP3K1	MAP4K5	1.0986122886681098	false	INDRA + NCI-PID	true	interacts with
MAP3K1	NRK	0.6931471805599453	false	INDRA + NCI-PID	true	interacts with
MAP3K1	TNIK	0.6931471805599453	false	INDRA + NCI-PID	true	interacts with
MAP3K1	VAV1	0.6931471805599453	true	INDRA	false	interacts with
MAP3K1	cyclosporin A	0.0	true	INDRA	false	interacts with
phosphatidic acid	F2RL2	1.3862943611198906	false	INDRA	false	interacts with
phosphatidic acid	PRKCZ	1.3862943611198906	false	INDRA	true	interacts with
phosphatidic acid	STAT3	2.995732273553991	true	INDRA	false	interacts with
phosphatidic acid	RPS6	1.791759469228055	true	INDRA	false	interacts with
phosphatidic acid	FOS	0.6931471805599453	false	INDRA	true	interacts with
phosphatidic acid	EGR1	1.6094379124341003	true	INDRA	false	interacts with
phosphatidic acid	STAT1	0.0	true	INDRA	false	interacts with
phosphatidic acid	choline	0.6931471805599453	false	INDRA	true	interacts with
phosphatidic acid	PLD1	4.189654742026425	true	INDRA + NCI-PID	true	interacts with
phosphatidic acid	APC	1.6094379124341003	false	INDRA	true	interacts with
phosphatidic acid	GSK3B	1.791759469228055	false	INDRA	true	interacts with
phosphatidic acid	PAK1	2.5649493574615367	false	INDRA	true	interacts with
phosphatidic acid	CDH1	1.0986122886681098	false	INDRA	true	interacts with
phosphatidic acid	CTNNB1	1.3862943611198906	false	INDRA	true	interacts with
phosphatidic acid	MAP3K11	0.6931471805599453	false	INDRA	true	interacts with
phosphatidic acid	RPS6KB1	3.367295829986474	true	INDRA	true	interacts with
phosphatidic acid	MAP2K7	0.6931471805599453	false	INDRA	false	interacts with
phosphatidic acid	DEPTOR	2.4849066497880004	false	INDRA + NCI-PID	true	interacts with
phosphatidic acid	BNIP3	1.791759469228055	true	INDRA	true	interacts with
phosphatidic acid	IRS1	2.9444389791664403	true	INDRA	false	interacts with
phosphatidic acid	PPARGC1A	3.044522437723423	true	INDRA	false	interacts with
phosphatidic acid	CYCS	1.0986122886681098	true	INDRA	false	interacts with
phosphatidic acid	SREBF1	0.6931471805599453	true	INDRA	false	interacts with
phosphatidic acid	EIF4EBP1	1.3862943611198906	true	INDRA	false	interacts with
phosphatidic acid	IKBKB	1.9459101490553132	true	INDRA	false	interacts with
phosphatidic acid	ARF6	1.0986122886681098	true	INDRA	false	interacts with
phosphatidic acid	SLC2A4	1.9459101490553132	false	INDRA	true	interacts with
phosphatidic acid	ASAP2	2.70805020110221	true	INDRA	true	interacts with
phosphatidic acid	INS	5.241747015059643	true	INDRA	true	interacts with
phosphatidic acid	ARF1	0.6931471805599453	false	INDRA	true	interacts with
phosphatidic acid	PIP5K1A	1.3862943611198906	false	INDRA + NCI-PID	true	interacts with
phosphatidic acid	CD4	0.6931471805599453	false	INDRA	true	interacts with
phosphatidic acid	FOXO1	1.791759469228055	false	INDRA	true	interacts with
phosphatidic acid	NOS3	3.2188758248682006	true	INDRA	true	interacts with
phosphatidic acid	MMP2	1.9459101490553132	false	INDRA	true	interacts with
phosphatidic acid	NFKB1	1.3862943611198906	true	INDRA	false	interacts with
phosphatidic acid	RELA	3.332204510175204	true	INDRA	false	interacts with
phosphatidic acid	TNF	4.418840607796598	true	INDRA	true	interacts with
phosphatidic acid	CDKN1A	0.6931471805599453	false	INDRA	true	interacts with
phosphatidic acid	reactive oxygen species	5.220355825078324	true	INDRA	true	interacts with
phosphatidic acid	LAT	1.0986122886681098	false	INDRA	true	interacts with
phosphatidic acid	PLCG1	1.3862943611198906	false	INDRA	true	interacts with
phosphatidic acid	SPHK1	2.302585092994046	true	INDRA	true	interacts with
phosphatidic acid	CHUK	1.0986122886681098	true	INDRA	false	interacts with
phosphatidic acid	PLA2G1B	2.0794415416798357	true	INDRA	true	interacts with
CREB1	STAT3	1.9459101490553132	true	INDRA	false	interacts with
CREB1	choline	0.0	false	INDRA	true	interacts with
CREB1	SRF	1.3862943611198906	false	INDRA	true	interacts with
CREB1	EGR1	2.3978952727983707	true	INDRA	true	interacts with
CREB1	PPP2CA	0.6931471805599453	true	INDRA	false	interacts with
CREB1	PPP2R2A	1.6094379124341003	true	INDRA	false	interacts with
CREB1	DUSP1	2.0794415416798357	true	INDRA + NCI-PID	false	interacts with
CREB1	SH2D2A	0.0	true	INDRA	false	interacts with
CREB1	SMAD1	0.6931471805599453	true	INDRA	false	interacts with
CREB1	YWHAZ	1.0986122886681098	true	INDRA	false	interacts with
CREB1	FOS	2.1972245773362196	true	INDRA	false	interacts with
CREB1	RPS6KA3	3.1354942159291497	true	INDRA + NCI-PID	true	interacts with
CREB1	MAPK11	0.6931471805599453	false	INDRA	true	interacts with
CREB1	MAPK14	1.6094379124341003	false	INDRA	true	interacts with
CREB1	ATF6	0.0	false	INDRA	false	interacts with
CREB1	CEBPB	2.1972245773362196	false	INDRA	true	interacts with
CREB1	TP53	2.9444389791664403	true	INDRA	false	interacts with
CREB1	MAPKAPK2	2.70805020110221	false	INDRA + NCI-PID	true	interacts with
CREB1	MITF	2.6390573296152584	true	INDRA	false	interacts with
CREB1	ESR1	1.6094379124341003	true	INDRA	false	interacts with
CREB1	PPARGC1A	2.5649493574615367	true	INDRA	false	interacts with
CREB1	PTGS2	2.302585092994046	true	INDRA	false	interacts with
CREB1	MAPKAPK5	0.0	true	INDRA	false	interacts with
CREB1	MEF2A	0.0	false	INDRA	true	interacts with
CREB1	CRK	0.0	true	INDRA	false	interacts with
CREB1	GDNF	1.0986122886681098	true	INDRA + NCI-PID	false	interacts with
CREB1	PRKACA	2.772588722239781	false	INDRA	true	interacts with
CREB1	TH	1.3862943611198906	true	INDRA	false	interacts with
CREB1	PELP1	0.6931471805599453	false	INDRA	true	interacts with
CREB1	17beta-hydroxy-5alpha-androstan-3-one	0.0	true	INDRA	false	interacts with
CREB1	PLC-gamma family	0.0	true	INDRA	false	interacts with
CREB1	testosterone	0.6931471805599453	true	INDRA	false	interacts with
CREB1	FOXO4	1.0986122886681098	true	INDRA	true	interacts with
CREB1	SMAD3	0.6931471805599453	false	INDRA	false	interacts with
CREB1	SMAD4	0.0	false	INDRA	true	interacts with
CREB1	ATF3	1.0986122886681098	false	INDRA	true	interacts with
CREB1	EP300	3.58351893845611	true	INDRA	true	interacts with
CREB1	HDAC2	1.6094379124341003	false	INDRA	false	interacts with
CREB1	CREBBP	4.31748811353631	true	INDRA	true	interacts with
CREB1	NCOR1	0.0	false	INDRA	false	interacts with
CREB1	VDR	1.0986122886681098	true	INDRA	false	interacts with
CREB1	FOXG1	0.6931471805599453	false	INDRA	true	interacts with
CREB1	HNF4A	0.0	true	INDRA	false	interacts with
CREB1	RBBP4	0.0	false	INDRA	false	interacts with
CREB1	SP1	2.3978952727983707	false	INDRA	true	interacts with
CREB1	NR3C1	2.3978952727983707	true	INDRA	true	interacts with
CREB1	MYOD1	1.6094379124341003	true	INDRA	false	interacts with
CREB1	IL10	1.6094379124341003	true	INDRA	false	interacts with
CREB1	HDAC1	1.3862943611198906	false	INDRA	false	interacts with
CREB1	GSC	0.6931471805599453	true	INDRA	false	interacts with
CREB1	CDKN1A	0.6931471805599453	false	INDRA	true	interacts with
CREB1	SMAD2	0.6931471805599453	true	INDRA	false	interacts with
CREB1	MED15	0.0	true	INDRA	false	interacts with
CREB1	NCOA1	0.6931471805599453	false	INDRA	false	interacts with
CREB1	TGIF2	1.3862943611198906	true	INDRA	false	interacts with
CREB1	IGHA1	1.0986122886681098	true	INDRA + NCI-PID	false	interacts with
CREB1	ADCY8	1.3862943611198906	false	INDRA	true	interacts with
CREB1	PRKCE	1.791759469228055	true	INDRA	false	interacts with
CREB1	3',5'-cyclic AMP	4.74493212836325	true	INDRA	true	interacts with
CREB1	Gs family	0.6931471805599453	true	INDRA	false	interacts with
CREB1	BCL2	2.5649493574615367	false	INDRA	true	interacts with
CREB1	BRCA1	1.3862943611198906	true	INDRA	false	interacts with
CREB1	CCNA2	1.0986122886681098	false	INDRA	true	interacts with
CREB1	CCND1	1.9459101490553132	false	INDRA	true	interacts with
CREB1	CSRP2	0.0	true	INDRA	false	interacts with
CREB1	INS	2.302585092994046	true	INDRA	true	interacts with
CREB1	IFNG	1.791759469228055	true	INDRA	true	interacts with
CREB1	JUND	2.0794415416798357	false	INDRA	true	interacts with
CREB1	NF1	1.6094379124341003	false	INDRA	true	interacts with
CREB1	KAT5	1.0986122886681098	false	INDRA	false	interacts with
CREB1	POU2F1	1.0986122886681098	false	INDRA	false	interacts with
CREB1	TGFB2	1.3862943611198906	true	INDRA	true	interacts with
CREB1	IL6	0.6931471805599453	true	INDRA	true	interacts with
CREB1	HES1	0.0	true	INDRA	false	interacts with
CREB1	HIF1A	1.3862943611198906	true	INDRA	false	interacts with
CREB1	CDK1	0.6931471805599453	true	INDRA	false	interacts with
CREB1	CDKN1B	0.0	false	INDRA	true	interacts with
CREB1	cortisol	1.0986122886681098	false	INDRA	true	interacts with
CREB1	NFATC2	1.3862943611198906	false	INDRA	false	interacts with
CREB1	CTNNB1	1.0986122886681098	true	INDRA	false	interacts with
CREB1	NFATC1	1.791759469228055	true	INDRA	false	interacts with
CREB1	IL2	0.6931471805599453	false	INDRA	false	interacts with
CREB1	FOSB	1.791759469228055	true	INDRA	false	interacts with
CREB1	MAF	1.0986122886681098	true	INDRA	false	interacts with
CREB1	PTEN	1.6094379124341003	false	INDRA	true	interacts with
CREB1	FOSL2	0.6931471805599453	false	INDRA	false	interacts with
CREB1	CRTC1	0.0	false	INDRA	false	interacts with
CREB1	PENK	0.6931471805599453	true	INDRA	false	interacts with
CREB1	TGFB1	1.3862943611198906	false	INDRA	true	interacts with
CREB1	ILK	0.0	true	INDRA + NCI-PID	false	interacts with
CREB1	GSK3B	2.302585092994046	false	INDRA	true	interacts with
CREB1	SNAI1	0.6931471805599453	true	INDRA	false	interacts with
CREB1	RPS6KA1	3.332204510175204	false	INDRA + NCI-PID	true	interacts with
CREB1	CEBPD	0.6931471805599453	false	INDRA	true	interacts with
CREB1	NFYA	0.0	false	INDRA	false	interacts with
CREB1	SPI1	0.6931471805599453	true	INDRA	false	interacts with
CREB1	ARNT	0.0	false	INDRA	false	interacts with
CREB1	RORA	0.6931471805599453	false	INDRA	true	interacts with
CREB1	SLC2A3	1.6094379124341003	true	INDRA	false	interacts with
CREB1	HMOX1	2.1972245773362196	true	INDRA	true	interacts with
CREB1	PKM	0.6931471805599453	true	INDRA	false	interacts with
CREB1	LDHA	2.0794415416798357	true	INDRA + NCI-PID	false	interacts with
CREB1	CDK5	1.791759469228055	true	INDRA	false	interacts with
CREB1	RUSC1	1.3862943611198906	true	INDRA	false	interacts with
CREB1	NTF3	0.0	true	INDRA + NCI-PID	false	interacts with
CREB1	CAMK2A	2.0794415416798357	true	INDRA	false	interacts with
CREB1	PLCG1	0.0	true	INDRA + NCI-PID	false	interacts with
CREB1	CAMK4	2.6390573296152584	true	INDRA	false	interacts with
CREB1	CGA	0.6931471805599453	false	INDRA + NCI-PID	true	interacts with
CREB1	PRKACB	0.0	false	INDRA	true	interacts with
CREB1	SMARCA4	0.6931471805599453	false	INDRA	false	interacts with
CREB1	SGK1	1.9459101490553132	false	INDRA	true	interacts with
CREB1	RELA	2.3978952727983707	true	INDRA	true	interacts with
CREB1	MAPK10	1.0986122886681098	true	INDRA	false	interacts with
CREB1	SMARCD1	0.6931471805599453	true	INDRA	false	interacts with
CREB1	PRKACG	0.0	false	INDRA	true	interacts with
CREB1	IRF1	0.0	false	INDRA	true	interacts with
CREB1	FOXA1	2.3978952727983707	false	INDRA	false	interacts with
CREB1	PDX1	0.0	false	INDRA	false	interacts with
CREB1	NKX2-1	0.0	false	INDRA	true	interacts with
CREB1	G6PC	1.0986122886681098	true	INDRA + NCI-PID	false	interacts with
CREB1	PCK1	1.9459101490553132	true	INDRA + NCI-PID	false	interacts with
ELK1	GRB2	0.6931471805599453	true	INDRA	false	interacts with
ELK1	RIN1	0.6931471805599453	false	INDRA	true	interacts with
ELK1	GAB1	0.6931471805599453	true	INDRA	false	interacts with
ELK1	DUSP1	1.6094379124341003	false	INDRA	true	interacts with
ELK1	YWHAE	0.0	true	INDRA	false	interacts with
ELK1	ZFP36	1.3862943611198906	true	INDRA	false	interacts with
ELK1	RAB5A	0.0	true	INDRA	false	interacts with
ELK1	RPS6KA3	0.0	true	INDRA + NCI-PID	true	interacts with
ELK1	RPS6	0.0	true	INDRA	false	interacts with
ELK1	YWHAB	0.0	true	INDRA	false	interacts with
ELK1	EGR1	4.290459441148391	true	INDRA	true	interacts with
ELK1	FOS	4.3694478524670215	true	INDRA + NCI-PID	true	interacts with
ELK1	SRF	5.459585514144159	true	INDRA	true	interacts with
ELK1	IL2RG	0.0	false	INDRA	true	interacts with
ELK1	IL2	0.6931471805599453	true	INDRA	false	interacts with
ELK1	TNF	2.6390573296152584	true	INDRA	false	interacts with
ELK1	PRKCE	0.0	false	INDRA	true	interacts with
ELK1	STAT4	0.0	true	INDRA	false	interacts with
ELK1	FOSL1	1.791759469228055	true	INDRA	true	interacts with
ELK1	GNA13	1.0986122886681098	true	INDRA	false	interacts with
ELK1	Gi family	0.0	false	INDRA	true	interacts with
ELK1	MAPK14	3.4657359027997265	true	INDRA	true	interacts with
ELK1	CHUK	0.0	false	INDRA	true	interacts with
ELK1	NFKB1	1.0986122886681098	false	INDRA	false	interacts with
ELK1	DOK1	0.0	true	INDRA	false	interacts with
ELK1	PLCG2	0.0	false	INDRA	false	interacts with
ELK1	SHC1	1.0986122886681098	true	INDRA	false	interacts with
ELK1	PPP3CB	0.0	false	INDRA	true	interacts with
ELK1	ETS1	3.1354942159291497	false	INDRA	false	interacts with
ELK1	MAP4K1	0.0	false	INDRA	true	interacts with
ELK1	HRAS	0.6931471805599453	true	INDRA	false	interacts with
ELK1	NFKBIB	0.0	true	INDRA	false	interacts with
ELK1	MAP3K8	1.3862943611198906	true	INDRA	false	interacts with
ELK1	NOS3	0.0	true	INDRA	false	interacts with
ELK1	CRK	0.6931471805599453	false	INDRA	true	interacts with
ELK1	ELF2	0.6931471805599453	false	INDRA	false	interacts with
ELK1	CDKN1A	0.6931471805599453	false	INDRA	true	interacts with
ELK1	PTPN11	1.0986122886681098	false	INDRA	true	interacts with
ELK1	LCK	0.0	false	INDRA	true	interacts with
ELK1	ACTA2	0.0	false	INDRA + NCI-PID	true	interacts with
ELK1	MAPK10	0.0	false	INDRA	false	interacts with
ELK1	RAP1	1.0986122886681098	true	INDRA	false	interacts with
ELK1	MYOCD	1.3862943611198906	true	INDRA	false	interacts with
ELK1	PTPN2	0.0	true	INDRA	false	interacts with
