index,Network,Performance,parent,InteractionType,GeneSet
2674,GM_domain,22.16692437467984,GeneMANIA,Domain,Performance_disgen
1192,GM_colocal,22.14632353679877,GeneMANIA,Colocalization,Performance_disgen
2418,GM_domain,22.146209114151688,GeneMANIA,Domain,Performance_disgen
5123,GM_physical,22.12816905084878,GeneMANIA,Physical,Performance_disgen
5751,GM_predicted,22.126012967917674,GeneMANIA,Orthology,Performance_disgen
2389,GM_domain,22.12268433657412,GeneMANIA,Domain,Performance_disgen
2660,GM_domain,22.120729491759604,GeneMANIA,Domain,Performance_disgen
2208,GM_domain,22.11957454510514,GeneMANIA,Domain,Performance_disgen
5370,GM_physical,22.115694945084424,GeneMANIA,Physical,Performance_disgen
2421,GM_domain,22.11002320736696,GeneMANIA,Domain,Performance_disgen
4071,GM_pathway,22.09761659647814,GeneMANIA,Pathway,Performance_disgen
2358,GM_domain,22.094279141138674,GeneMANIA,Domain,Performance_disgen
5701,GM_predicted,22.078262752629872,GeneMANIA,Orthology,Performance_disgen
534,GM_coexp_97,22.056474759518487,GeneMANIA,Coexpression,Performance_disgen
2689,GM_domain,22.02820811379351,GeneMANIA,Domain,Performance_disgen
6182,GM_predicted,22.016578874449397,GeneMANIA,Orthology,Performance_disgen
3659,GM_pathway,22.00652241419621,GeneMANIA,Pathway,Performance_disgen
999,GM_colocal,21.99308614053056,GeneMANIA,Colocalization,Performance_disgen
4593,GM_physical,21.973684547142454,GeneMANIA,Physical,Performance_disgen
2567,GM_domain,21.962118132452304,GeneMANIA,Domain,Performance_disgen
6212,GM_predicted,21.956658098638144,GeneMANIA,Orthology,Performance_disgen
2618,GM_domain,21.924163129881357,GeneMANIA,Domain,Performance_disgen
4717,GM_physical,21.92369608673441,GeneMANIA,Physical,Performance_disgen
4857,GM_physical,21.920620397074263,GeneMANIA,Physical,Performance_disgen
5232,GM_physical,21.912540736092016,GeneMANIA,Physical,Performance_disgen
5854,GM_predicted,21.908060361588053,GeneMANIA,Orthology,Performance_disgen
5987,GM_predicted,21.898545731436847,GeneMANIA,Orthology,Performance_disgen
3821,GM_pathway,21.89121421799125,GeneMANIA,Pathway,Performance_disgen
2456,GM_domain,21.889547910791592,GeneMANIA,Domain,Performance_disgen
4035,GM_pathway,21.88262376901949,GeneMANIA,Pathway,Performance_disgen
2112,GM_domain,21.87945985705009,GeneMANIA,Domain,Performance_disgen
3967,GM_pathway,21.87341415357503,GeneMANIA,Pathway,Performance_disgen
3653,GM_pathway,21.85546869714237,GeneMANIA,Pathway,Performance_disgen
2187,GM_domain,21.847274310462044,GeneMANIA,Domain,Performance_disgen
5067,GM_physical,21.84167626114069,GeneMANIA,Physical,Performance_disgen
1668,GM_colocal,21.84095892507198,GeneMANIA,Colocalization,Performance_disgen
5753,GM_predicted,21.807380408323876,GeneMANIA,Orthology,Performance_disgen
2464,GM_domain,21.778808052400358,GeneMANIA,Domain,Performance_disgen
2646,GM_domain,21.759320770250792,GeneMANIA,Domain,Performance_disgen
4418,GM_pathway,21.757919972735984,GeneMANIA,Pathway,Performance_disgen
4420,GM_pathway,21.74942596882797,GeneMANIA,Pathway,Performance_disgen
2405,GM_domain,21.743270528573323,GeneMANIA,Domain,Performance_disgen
1990,GM_domain,21.74296087068636,GeneMANIA,Domain,Performance_disgen
6023,GM_predicted,21.71219879875794,GeneMANIA,Orthology,Performance_disgen
1258,GM_colocal,21.70529239109957,GeneMANIA,Colocalization,Performance_disgen
5149,GM_physical,21.689882026892835,GeneMANIA,Physical,Performance_disgen
1154,GM_colocal,21.686312861643213,GeneMANIA,Colocalization,Performance_disgen
2444,GM_domain,21.67902135733627,GeneMANIA,Domain,Performance_disgen
2682,GM_domain,21.674583642201316,GeneMANIA,Domain,Performance_disgen
4603,GM_physical,21.670928710963256,GeneMANIA,Physical,Performance_disgen
2665,GM_domain,21.67055862830883,GeneMANIA,Domain,Performance_disgen
4957,GM_physical,21.64755322845409,GeneMANIA,Physical,Performance_disgen
5749,GM_predicted,21.63836479499233,GeneMANIA,Orthology,Performance_disgen
2057,GM_domain,21.636079473182527,GeneMANIA,Domain,Performance_disgen
5578,GM_predicted,21.634902747635625,GeneMANIA,Orthology,Performance_disgen
1496,GM_colocal,21.633483260986903,GeneMANIA,Colocalization,Performance_disgen
1354,GM_colocal,21.630785890107266,GeneMANIA,Colocalization,Performance_disgen
974,GM_colocal,21.63013851814637,GeneMANIA,Colocalization,Performance_disgen
3847,GM_pathway,21.62684010310169,GeneMANIA,Pathway,Performance_disgen
4949,GM_physical,21.62241629557399,GeneMANIA,Physical,Performance_disgen
2286,GM_domain,21.62131535728064,GeneMANIA,Domain,Performance_disgen
5553,GM_predicted,21.615069611054167,GeneMANIA,Orthology,Performance_disgen
1866,GM_domain,21.606047124231143,GeneMANIA,Domain,Performance_disgen
5919,GM_predicted,21.57684014116768,GeneMANIA,Orthology,Performance_disgen
6039,GM_predicted,21.572444060855418,GeneMANIA,Orthology,Performance_disgen
4324,GM_pathway,21.55657138953203,GeneMANIA,Pathway,Performance_disgen
4364,GM_pathway,21.536618768432184,GeneMANIA,Pathway,Performance_disgen
6049,GM_predicted,21.51754974532681,GeneMANIA,Orthology,Performance_disgen
5959,GM_predicted,21.4957766018649,GeneMANIA,Orthology,Performance_disgen
1987,GM_domain,21.48694288059651,GeneMANIA,Domain,Performance_disgen
2015,GM_domain,21.483247957306297,GeneMANIA,Domain,Performance_disgen
5952,GM_predicted,21.4817545299593,GeneMANIA,Orthology,Performance_disgen
4243,GM_pathway,21.479066281790196,GeneMANIA,Pathway,Performance_disgen
1970,GM_domain,21.45442114757207,GeneMANIA,Domain,Performance_disgen
1327,GM_colocal,21.45367314159224,GeneMANIA,Colocalization,Performance_disgen
1519,GM_colocal,21.452472571950125,GeneMANIA,Colocalization,Performance_disgen
2125,GM_domain,21.452058153449222,GeneMANIA,Domain,Performance_disgen
5691,GM_predicted,21.44608817061545,GeneMANIA,Orthology,Performance_disgen
5397,GM_predicted,21.41527962660466,GeneMANIA,Orthology,Performance_disgen
4846,GM_physical,21.408483513309797,GeneMANIA,Physical,Performance_disgen
1955,GM_domain,21.407963832988926,GeneMANIA,Domain,Performance_disgen
2636,GM_domain,21.37884113853714,GeneMANIA,Domain,Performance_disgen
3964,GM_pathway,21.376839900094406,GeneMANIA,Pathway,Performance_disgen
1910,GM_domain,21.367219474760542,GeneMANIA,Domain,Performance_disgen
5647,GM_predicted,21.358282061346586,GeneMANIA,Orthology,Performance_disgen
5926,GM_predicted,21.34042365590553,GeneMANIA,Orthology,Performance_disgen
1954,GM_domain,21.32789835762111,GeneMANIA,Domain,Performance_disgen
3691,GM_pathway,21.32737889929444,GeneMANIA,Pathway,Performance_disgen
3627,GM_pathway,21.32509660571309,GeneMANIA,Pathway,Performance_disgen
6127,GM_predicted,21.31768323303331,GeneMANIA,Orthology,Performance_disgen
3724,GM_pathway,21.29612354940042,GeneMANIA,Pathway,Performance_disgen
3803,GM_pathway,21.240034749820065,GeneMANIA,Pathway,Performance_disgen
5827,GM_predicted,21.21230304953584,GeneMANIA,Orthology,Performance_disgen
2465,GM_domain,21.21057665081503,GeneMANIA,Domain,Performance_disgen
1097,GM_colocal,21.19072650797102,GeneMANIA,Colocalization,Performance_disgen
2612,GM_domain,21.181623457232345,GeneMANIA,Domain,Performance_disgen
2162,GM_domain,21.17871346293997,GeneMANIA,Domain,Performance_disgen
2428,GM_domain,21.17396070913665,GeneMANIA,Domain,Performance_disgen
5489,GM_predicted,21.167999007238297,GeneMANIA,Orthology,Performance_disgen
5440,GM_predicted,21.16188241794039,GeneMANIA,Orthology,Performance_disgen
781,GM_coexp_97,21.16158619356588,GeneMANIA,Coexpression,Performance_disgen
1276,GM_colocal,21.158133999762992,GeneMANIA,Colocalization,Performance_disgen
6160,GM_predicted,21.154876921018385,GeneMANIA,Orthology,Performance_disgen
5399,GM_predicted,21.15122081371541,GeneMANIA,Orthology,Performance_disgen
4033,GM_pathway,21.145215978438344,GeneMANIA,Pathway,Performance_disgen
1985,GM_domain,21.08414368698787,GeneMANIA,Domain,Performance_disgen
5548,GM_predicted,21.079912404082197,GeneMANIA,Orthology,Performance_disgen
1477,GM_colocal,21.077611283500865,GeneMANIA,Colocalization,Performance_disgen
5829,GM_predicted,21.07315519490901,GeneMANIA,Orthology,Performance_disgen
2609,GM_domain,21.063396805328477,GeneMANIA,Domain,Performance_disgen
3882,GM_pathway,21.055263504292267,GeneMANIA,Pathway,Performance_disgen
4954,GM_physical,21.044069337593097,GeneMANIA,Physical,Performance_disgen
1802,GM_domain,21.04130147894849,GeneMANIA,Domain,Performance_disgen
4422,GM_pathway,21.018244727688774,GeneMANIA,Pathway,Performance_disgen
1865,GM_domain,21.01171989875235,GeneMANIA,Domain,Performance_disgen
5230,GM_physical,20.99488037812971,GeneMANIA,Physical,Performance_disgen
3747,GM_pathway,20.987886307547395,GeneMANIA,Pathway,Performance_disgen
2362,GM_domain,20.984354592087826,GeneMANIA,Domain,Performance_disgen
2639,GM_domain,20.982267656068387,GeneMANIA,Domain,Performance_disgen
2237,GM_domain,20.9814260436158,GeneMANIA,Domain,Performance_disgen
5355,GM_physical,20.968966998492856,GeneMANIA,Physical,Performance_disgen
2585,GM_domain,20.94523166570102,GeneMANIA,Domain,Performance_disgen
5808,GM_predicted,20.93114566935933,GeneMANIA,Orthology,Performance_disgen
2436,GM_domain,20.92325479714462,GeneMANIA,Domain,Performance_disgen
4537,GM_physical,20.911807804291552,GeneMANIA,Physical,Performance_disgen
3883,GM_pathway,20.88524068282959,GeneMANIA,Pathway,Performance_disgen
5798,GM_predicted,20.869944812269075,GeneMANIA,Orthology,Performance_disgen
1398,GM_colocal,20.86252180822588,GeneMANIA,Colocalization,Performance_disgen
4069,GM_pathway,20.856956936085115,GeneMANIA,Pathway,Performance_disgen
2202,GM_domain,20.855565415288744,GeneMANIA,Domain,Performance_disgen
1848,GM_domain,20.847211072795822,GeneMANIA,Domain,Performance_disgen
4780,GM_physical,20.84576011581515,GeneMANIA,Physical,Performance_disgen
1963,GM_domain,20.844930608842585,GeneMANIA,Domain,Performance_disgen
1898,GM_domain,20.84182413048592,GeneMANIA,Domain,Performance_disgen
1607,GM_colocal,20.84169935206678,GeneMANIA,Colocalization,Performance_disgen
5744,GM_predicted,20.81985077854307,GeneMANIA,Orthology,Performance_disgen
6247,GM_predicted,20.81508860315154,GeneMANIA,Orthology,Performance_disgen
1461,GM_colocal,20.81442081717993,GeneMANIA,Colocalization,Performance_disgen
4555,GM_physical,20.80836627320904,GeneMANIA,Physical,Performance_disgen
4641,GM_physical,20.797481894451938,GeneMANIA,Physical,Performance_disgen
5595,GM_predicted,20.790720191027248,GeneMANIA,Orthology,Performance_disgen
1877,GM_domain,20.78325444168063,GeneMANIA,Domain,Performance_disgen
2186,GM_domain,20.7728058839298,GeneMANIA,Domain,Performance_disgen
3795,GM_pathway,20.75521030322108,GeneMANIA,Pathway,Performance_disgen
5755,GM_predicted,20.748156395351057,GeneMANIA,Orthology,Performance_disgen
5673,GM_predicted,20.74609917909048,GeneMANIA,Orthology,Performance_disgen
4449,GM_pathway,20.72931553316904,GeneMANIA,Pathway,Performance_disgen
5182,GM_physical,20.72595416024557,GeneMANIA,Physical,Performance_disgen
2304,GM_domain,20.714441114663632,GeneMANIA,Domain,Performance_disgen
4891,GM_physical,20.71354319297643,GeneMANIA,Physical,Performance_disgen
2673,GM_domain,20.705889416454674,GeneMANIA,Domain,Performance_disgen
3923,GM_pathway,20.701651641969157,GeneMANIA,Pathway,Performance_disgen
1832,GM_domain,20.699427090519738,GeneMANIA,Domain,Performance_disgen
4355,GM_pathway,20.690507756759832,GeneMANIA,Pathway,Performance_disgen
3872,GM_pathway,20.65831494340109,GeneMANIA,Pathway,Performance_disgen
4015,GM_pathway,20.643315359508136,GeneMANIA,Pathway,Performance_disgen
5317,GM_physical,20.632300855238576,GeneMANIA,Physical,Performance_disgen
1952,GM_domain,20.631336284317864,GeneMANIA,Domain,Performance_disgen
5220,GM_physical,20.62667526420772,GeneMANIA,Physical,Performance_disgen
6196,GM_predicted,20.57714337539377,GeneMANIA,Orthology,Performance_disgen
4703,GM_physical,20.57321173842092,GeneMANIA,Physical,Performance_disgen
4074,GM_pathway,20.565699177844813,GeneMANIA,Pathway,Performance_disgen
5653,GM_predicted,20.55613650466784,GeneMANIA,Orthology,Performance_disgen
4559,GM_physical,20.551059180172075,GeneMANIA,Physical,Performance_disgen
5219,GM_physical,20.530618474789804,GeneMANIA,Physical,Performance_disgen
1881,GM_domain,20.528695788039364,GeneMANIA,Domain,Performance_disgen
4057,GM_pathway,20.5067076212083,GeneMANIA,Pathway,Performance_disgen
4091,GM_pathway,20.505640594546847,GeneMANIA,Pathway,Performance_disgen
5612,GM_predicted,20.50344853364523,GeneMANIA,Orthology,Performance_disgen
1948,GM_domain,20.493551526440253,GeneMANIA,Domain,Performance_disgen
5263,GM_physical,20.48714796457796,GeneMANIA,Physical,Performance_disgen
4913,GM_physical,20.47155388029672,GeneMANIA,Physical,Performance_disgen
5670,GM_predicted,20.4705532730914,GeneMANIA,Orthology,Performance_disgen
2474,GM_domain,20.462454520326464,GeneMANIA,Domain,Performance_disgen
5284,GM_physical,20.462347901889967,GeneMANIA,Physical,Performance_disgen
2181,GM_domain,20.441618751888985,GeneMANIA,Domain,Performance_disgen
3996,GM_pathway,20.439649471207836,GeneMANIA,Pathway,Performance_disgen
1878,GM_domain,20.43936461426905,GeneMANIA,Domain,Performance_disgen
1109,GM_colocal,20.43134929765856,GeneMANIA,Colocalization,Performance_disgen
6005,GM_predicted,20.41466802932716,GeneMANIA,Orthology,Performance_disgen
2156,GM_domain,20.40182945846035,GeneMANIA,Domain,Performance_disgen
5267,GM_physical,20.401288778337,GeneMANIA,Physical,Performance_disgen
1062,GM_colocal,20.393487622120407,GeneMANIA,Colocalization,Performance_disgen
4169,GM_pathway,20.392003269143952,GeneMANIA,Pathway,Performance_disgen
4921,GM_physical,20.38733628798412,GeneMANIA,Physical,Performance_disgen
2048,GM_domain,20.38671145543719,GeneMANIA,Domain,Performance_disgen
2107,GM_domain,20.371760831479705,GeneMANIA,Domain,Performance_disgen
2438,GM_domain,20.31784619759399,GeneMANIA,Domain,Performance_disgen
6040,GM_predicted,20.27554782873314,GeneMANIA,Orthology,Performance_disgen
5261,GM_physical,20.268836229930496,GeneMANIA,Physical,Performance_disgen
6259,GM_predicted,20.26336824157949,GeneMANIA,Orthology,Performance_disgen
1355,GM_colocal,20.25925451214451,GeneMANIA,Colocalization,Performance_disgen
2664,GM_domain,20.25511033617231,GeneMANIA,Domain,Performance_disgen
5858,GM_predicted,20.248696372309738,GeneMANIA,Orthology,Performance_disgen
5161,GM_physical,20.227765421348384,GeneMANIA,Physical,Performance_disgen
2056,GM_domain,20.219279252384347,GeneMANIA,Domain,Performance_disgen
3382,GM_genetic_90,20.21698207924443,GeneMANIA,Genetic,Performance_disgen
5617,GM_predicted,20.209830498662463,GeneMANIA,Orthology,Performance_disgen
2337,GM_domain,20.20895258806872,GeneMANIA,Domain,Performance_disgen
5986,GM_predicted,20.196491546227477,GeneMANIA,Orthology,Performance_disgen
1308,GM_colocal,20.187531530533818,GeneMANIA,Colocalization,Performance_disgen
1582,GM_colocal,20.186738864108023,GeneMANIA,Colocalization,Performance_disgen
5452,GM_predicted,20.17913337333379,GeneMANIA,Orthology,Performance_disgen
4521,GM_physical,20.176010890772325,GeneMANIA,Physical,Performance_disgen
2367,GM_domain,20.157483479707256,GeneMANIA,Domain,Performance_disgen
5941,GM_predicted,20.15052179263999,GeneMANIA,Orthology,Performance_disgen
5676,GM_predicted,20.145483654886245,GeneMANIA,Orthology,Performance_disgen
5918,GM_predicted,20.1372418103616,GeneMANIA,Orthology,Performance_disgen
4865,GM_physical,20.108419398044955,GeneMANIA,Physical,Performance_disgen
4368,GM_pathway,20.107061809696685,GeneMANIA,Pathway,Performance_disgen
949,GM_colocal,20.10631453790884,GeneMANIA,Colocalization,Performance_disgen
1240,GM_colocal,20.100062469082527,GeneMANIA,Colocalization,Performance_disgen
4523,GM_physical,20.086900368195955,GeneMANIA,Physical,Performance_disgen
4506,GM_physical,20.05792140840925,GeneMANIA,Physical,Performance_disgen
3957,GM_pathway,20.04606321454711,GeneMANIA,Pathway,Performance_disgen
2183,GM_domain,20.04536194871164,GeneMANIA,Domain,Performance_disgen
5401,GM_predicted,20.039188803965367,GeneMANIA,Orthology,Performance_disgen
5199,GM_physical,20.030613743637613,GeneMANIA,Physical,Performance_disgen
2042,GM_domain,19.9935977037281,GeneMANIA,Domain,Performance_disgen
2143,GM_domain,19.97066377933356,GeneMANIA,Domain,Performance_disgen
6060,GM_predicted,19.962068967914945,GeneMANIA,Orthology,Performance_disgen
4016,GM_pathway,19.955768717441178,GeneMANIA,Pathway,Performance_disgen
3779,GM_pathway,19.95156308776345,GeneMANIA,Pathway,Performance_disgen
4023,GM_pathway,19.947180932854128,GeneMANIA,Pathway,Performance_disgen
4464,GM_pathway,19.94084556349585,GeneMANIA,Pathway,Performance_disgen
5911,GM_predicted,19.929130952929302,GeneMANIA,Orthology,Performance_disgen
6024,GM_predicted,19.916141872549225,GeneMANIA,Orthology,Performance_disgen
2395,GM_domain,19.91375969082372,GeneMANIA,Domain,Performance_disgen
1022,GM_colocal,19.91338465080869,GeneMANIA,Colocalization,Performance_disgen
1139,GM_colocal,19.90371378554355,GeneMANIA,Colocalization,Performance_disgen
1755,GM_colocal,19.896866497935903,GeneMANIA,Colocalization,Performance_disgen
4702,GM_physical,19.866598685652267,GeneMANIA,Physical,Performance_disgen
5302,GM_physical,19.849751424294315,GeneMANIA,Physical,Performance_disgen
5796,GM_predicted,19.808596329454037,GeneMANIA,Orthology,Performance_disgen
2309,GM_domain,19.80791753853169,GeneMANIA,Domain,Performance_disgen
2429,GM_domain,19.788538710049664,GeneMANIA,Domain,Performance_disgen
5257,GM_physical,19.786130846158144,GeneMANIA,Physical,Performance_disgen
4672,GM_physical,19.783887919871663,GeneMANIA,Physical,Performance_disgen
2597,GM_domain,19.779730344409533,GeneMANIA,Domain,Performance_disgen
5493,GM_predicted,19.778330650089387,GeneMANIA,Orthology,Performance_disgen
4070,GM_pathway,19.77628376700719,GeneMANIA,Pathway,Performance_disgen
2158,GM_domain,19.76559980533664,GeneMANIA,Domain,Performance_disgen
5567,GM_predicted,19.764584435443208,GeneMANIA,Orthology,Performance_disgen
6011,GM_predicted,19.761577744640796,GeneMANIA,Orthology,Performance_disgen
5142,GM_physical,19.7579146940804,GeneMANIA,Physical,Performance_disgen
171,GM_coexp_97,19.749158744499752,GeneMANIA,Coexpression,Performance_disgen
5315,GM_physical,19.74659003989792,GeneMANIA,Physical,Performance_disgen
2470,GM_domain,19.744542986742434,GeneMANIA,Domain,Performance_disgen
5443,GM_predicted,19.739091696211425,GeneMANIA,Orthology,Performance_disgen
5961,GM_predicted,19.73290780178688,GeneMANIA,Orthology,Performance_disgen
2371,GM_domain,19.732779346522687,GeneMANIA,Domain,Performance_disgen
2680,GM_domain,19.727881121820072,GeneMANIA,Domain,Performance_disgen
5422,GM_predicted,19.72106856325763,GeneMANIA,Orthology,Performance_disgen
6109,GM_predicted,19.70955362325825,GeneMANIA,Orthology,Performance_disgen
1214,GM_colocal,19.700045703184685,GeneMANIA,Colocalization,Performance_disgen
1272,GM_colocal,19.66949037162841,GeneMANIA,Colocalization,Performance_disgen
2226,GM_domain,19.66051580178936,GeneMANIA,Domain,Performance_disgen
4750,GM_physical,19.65304032774989,GeneMANIA,Physical,Performance_disgen
5210,GM_physical,19.63014464487589,GeneMANIA,Physical,Performance_disgen
4816,GM_physical,19.62519813642876,GeneMANIA,Physical,Performance_disgen
3695,GM_pathway,19.62077600851058,GeneMANIA,Pathway,Performance_disgen
4774,GM_physical,19.613346877203128,GeneMANIA,Physical,Performance_disgen
4454,GM_pathway,19.61109534650348,GeneMANIA,Pathway,Performance_disgen
3947,GM_pathway,19.610597112992995,GeneMANIA,Pathway,Performance_disgen
1048,GM_colocal,19.574883140904184,GeneMANIA,Colocalization,Performance_disgen
6047,GM_predicted,19.57036431221857,GeneMANIA,Orthology,Performance_disgen
2051,GM_domain,19.568975278281545,GeneMANIA,Domain,Performance_disgen
2276,GM_domain,19.556858038035003,GeneMANIA,Domain,Performance_disgen
1825,GM_domain,19.5266960943933,GeneMANIA,Domain,Performance_disgen
4301,GM_pathway,19.52252369972999,GeneMANIA,Pathway,Performance_disgen
2133,GM_domain,19.512948431150647,GeneMANIA,Domain,Performance_disgen
5152,GM_physical,19.502544154904637,GeneMANIA,Physical,Performance_disgen
4740,GM_physical,19.492804683982023,GeneMANIA,Physical,Performance_disgen
1339,GM_colocal,19.48879310919647,GeneMANIA,Colocalization,Performance_disgen
6099,GM_predicted,19.473323754419106,GeneMANIA,Orthology,Performance_disgen
4415,GM_pathway,19.466911250487428,GeneMANIA,Pathway,Performance_disgen
2679,GM_domain,19.44054229838281,GeneMANIA,Domain,Performance_disgen
5717,GM_predicted,19.437942833053445,GeneMANIA,Orthology,Performance_disgen
2583,GM_domain,19.43560786879043,GeneMANIA,Domain,Performance_disgen
5736,GM_predicted,19.427171340841,GeneMANIA,Orthology,Performance_disgen
6186,GM_predicted,19.406665862277137,GeneMANIA,Orthology,Performance_disgen
6116,GM_predicted,19.40516389379112,GeneMANIA,Orthology,Performance_disgen
1646,GM_colocal,19.39616001188739,GeneMANIA,Colocalization,Performance_disgen
2288,GM_domain,19.393602808092865,GeneMANIA,Domain,Performance_disgen
933,GM_colocal,19.367428077662005,GeneMANIA,Colocalization,Performance_disgen
6154,GM_predicted,19.36461664881759,GeneMANIA,Orthology,Performance_disgen
5589,GM_predicted,19.36370340449941,GeneMANIA,Orthology,Performance_disgen
1087,GM_colocal,19.32879805475295,GeneMANIA,Colocalization,Performance_disgen
5487,GM_predicted,19.32223621640024,GeneMANIA,Orthology,Performance_disgen
4003,GM_pathway,19.32121709722165,GeneMANIA,Pathway,Performance_disgen
6045,GM_predicted,19.31664009946096,GeneMANIA,Orthology,Performance_disgen
4210,GM_pathway,19.315981750115345,GeneMANIA,Pathway,Performance_disgen
4101,GM_pathway,19.31185025898848,GeneMANIA,Pathway,Performance_disgen
5890,GM_predicted,19.311634789070144,GeneMANIA,Orthology,Performance_disgen
5559,GM_predicted,19.31037615265025,GeneMANIA,Orthology,Performance_disgen
3801,GM_pathway,19.29866567827284,GeneMANIA,Pathway,Performance_disgen
5654,GM_predicted,19.296018628328557,GeneMANIA,Orthology,Performance_disgen
1482,GM_colocal,19.29058320722881,GeneMANIA,Colocalization,Performance_disgen
5168,GM_physical,19.28485610619122,GeneMANIA,Physical,Performance_disgen
2476,GM_domain,19.27207405342857,GeneMANIA,Domain,Performance_disgen
1713,GM_colocal,19.230732797515163,GeneMANIA,Colocalization,Performance_disgen
4340,GM_pathway,19.22041487496113,GeneMANIA,Pathway,Performance_disgen
2650,GM_domain,19.21413381305076,GeneMANIA,Domain,Performance_disgen
5474,GM_predicted,19.186584602870465,GeneMANIA,Orthology,Performance_disgen
6054,GM_predicted,19.17668311949416,GeneMANIA,Orthology,Performance_disgen
1451,GM_colocal,19.15528649056504,GeneMANIA,Colocalization,Performance_disgen
5217,GM_physical,19.056526680203703,GeneMANIA,Physical,Performance_disgen
5034,GM_physical,19.02842911705781,GeneMANIA,Physical,Performance_disgen
4942,GM_physical,19.008003063353076,GeneMANIA,Physical,Performance_disgen
6117,GM_predicted,18.969162391849213,GeneMANIA,Orthology,Performance_disgen
5943,GM_predicted,18.94648229615072,GeneMANIA,Orthology,Performance_disgen
1128,GM_colocal,18.930448799734187,GeneMANIA,Colocalization,Performance_disgen
1953,GM_domain,18.922284058561623,GeneMANIA,Domain,Performance_disgen
5271,GM_physical,18.896013215722352,GeneMANIA,Physical,Performance_disgen
5929,GM_predicted,18.893968965874382,GeneMANIA,Orthology,Performance_disgen
5995,GM_predicted,18.88899912041505,GeneMANIA,Orthology,Performance_disgen
3876,GM_pathway,18.88579784047515,GeneMANIA,Pathway,Performance_disgen
2486,GM_domain,18.88270348078618,GeneMANIA,Domain,Performance_disgen
4128,GM_pathway,18.878716111310755,GeneMANIA,Pathway,Performance_disgen
2510,GM_domain,18.87814941880567,GeneMANIA,Domain,Performance_disgen
5591,GM_predicted,18.85636877641361,GeneMANIA,Orthology,Performance_disgen
4676,GM_physical,18.826878857338805,GeneMANIA,Physical,Performance_disgen
2596,GM_domain,18.82516122292897,GeneMANIA,Domain,Performance_disgen
4175,GM_pathway,18.782765623435854,GeneMANIA,Pathway,Performance_disgen
1002,GM_colocal,18.77739843263115,GeneMANIA,Colocalization,Performance_disgen
4850,GM_physical,18.768561925657053,GeneMANIA,Physical,Performance_disgen
2521,GM_domain,18.76349185130631,GeneMANIA,Domain,Performance_disgen
2681,GM_domain,18.7608414127743,GeneMANIA,Domain,Performance_disgen
2185,GM_domain,18.741060401849264,GeneMANIA,Domain,Performance_disgen
4991,GM_physical,18.74021835238747,GeneMANIA,Physical,Performance_disgen
3805,GM_pathway,18.73167568690916,GeneMANIA,Pathway,Performance_disgen
4305,GM_pathway,18.71412880376968,GeneMANIA,Pathway,Performance_disgen
2262,GM_domain,18.701450600362097,GeneMANIA,Domain,Performance_disgen
4911,GM_physical,18.689877556329517,GeneMANIA,Physical,Performance_disgen
5180,GM_physical,18.679106847188667,GeneMANIA,Physical,Performance_disgen
919,GM_colocal,18.67421662817584,GeneMANIA,Colocalization,Performance_disgen
2640,GM_domain,18.67288150924024,GeneMANIA,Domain,Performance_disgen
1618,GM_colocal,18.63621920382592,GeneMANIA,Colocalization,Performance_disgen
3931,GM_pathway,18.63081475819415,GeneMANIA,Pathway,Performance_disgen
1971,GM_domain,18.62528832263528,GeneMANIA,Domain,Performance_disgen
4617,GM_physical,18.622864814619483,GeneMANIA,Physical,Performance_disgen
4193,GM_pathway,18.59667832860236,GeneMANIA,Pathway,Performance_disgen
5421,GM_predicted,18.579591054995586,GeneMANIA,Orthology,Performance_disgen
5804,GM_predicted,18.57387484577337,GeneMANIA,Orthology,Performance_disgen
2004,GM_domain,18.571976764216465,GeneMANIA,Domain,Performance_disgen
6030,GM_predicted,18.56585698695833,GeneMANIA,Orthology,Performance_disgen
1924,GM_domain,18.559947484409285,GeneMANIA,Domain,Performance_disgen
6115,GM_predicted,18.5429166407764,GeneMANIA,Orthology,Performance_disgen
5679,GM_predicted,18.54229948074646,GeneMANIA,Orthology,Performance_disgen
1133,GM_colocal,18.535533137052035,GeneMANIA,Colocalization,Performance_disgen
2554,GM_domain,18.534409837007612,GeneMANIA,Domain,Performance_disgen
5249,GM_physical,18.51551422599798,GeneMANIA,Physical,Performance_disgen
912,GM_colocal,18.502931313851036,GeneMANIA,Colocalization,Performance_disgen
4554,GM_physical,18.49444212819171,GeneMANIA,Physical,Performance_disgen
6009,GM_predicted,18.47723558270784,GeneMANIA,Orthology,Performance_disgen
4784,GM_physical,18.46323077831999,GeneMANIA,Physical,Performance_disgen
1010,GM_colocal,18.43874142711432,GeneMANIA,Colocalization,Performance_disgen
6185,GM_predicted,18.41278366951837,GeneMANIA,Orthology,Performance_disgen
6272,GM_predicted,18.412009793693176,GeneMANIA,Orthology,Performance_disgen
6229,GM_predicted,18.40921388322623,GeneMANIA,Orthology,Performance_disgen
1359,GM_colocal,18.406679969483942,GeneMANIA,Colocalization,Performance_disgen
2311,GM_domain,18.404649021017065,GeneMANIA,Domain,Performance_disgen
5403,GM_predicted,18.39664905833573,GeneMANIA,Orthology,Performance_disgen
5093,GM_physical,18.39337808529755,GeneMANIA,Physical,Performance_disgen
4472,GM_pathway,18.38885834335988,GeneMANIA,Pathway,Performance_disgen
