Interactome	Fold	Prediction Method	Test Set	P@k
MultiNet	6	MPS	Held-out	0.185005701
MultiNet	7	MPS	Held-out	0.179506641
MultiNet	8	MPS	Held-out	0.179026431
MultiNet	9	MPS	Held-out	0.171981777
MultiNet	10	MPS	Held-out	0.176733568
PathwayCommons	1	MPS	Held-out	0.321302596
PathwayCommons	2	MPS	Held-out	0.317735842
PathwayCommons	3	MPS	Held-out	0.320590899
PathwayCommons	4	MPS	Held-out	0.322324801
PathwayCommons	5	MPS	Held-out	0.32186744
PathwayCommons	6	MPS	Held-out	0.320610687
PathwayCommons	7	MPS	Held-out	0.323015246
PathwayCommons	8	MPS	Held-out	0.321424441
PathwayCommons	9	MPS	Held-out	0.320426336
PathwayCommons	10	MPS	Held-out	0.319640689
PhosphoSitePlus	1	MPS	Held-out	0.05
PhosphoSitePlus	2	MPS	Held-out	0.043478261
PhosphoSitePlus	3	MPS	Held-out	0.053082192
PhosphoSitePlus	4	MPS	Held-out	0.03633218
PhosphoSitePlus	5	MPS	Held-out	0.054794521
PhosphoSitePlus	6	MPS	Held-out	0.048275862
PhosphoSitePlus	7	MPS	Held-out	0.046153846
PhosphoSitePlus	8	MPS	Held-out	0.046875
PhosphoSitePlus	9	MPS	Held-out	0.042301184
PhosphoSitePlus	10	MPS	Held-out	0.051752922
PID2	1	MPS	Held-out	0.154356061
PID2	2	MPS	Held-out	0.145380006
PID2	3	MPS	Held-out	0.148721187
PID2	4	MPS	Held-out	0.162409335
PID2	5	MPS	Held-out	0.153943218
PID2	6	MPS	Held-out	0.147949527
PID2	7	MPS	Held-out	0.147494485
PID2	8	MPS	Held-out	0.153116102
PID2	9	MPS	Held-out	0.143171806
PID2	10	MPS	Held-out	0.160264484
PIPs	1	MPS	Held-out	0.235045147
PIPs	2	MPS	Held-out	0.252242152
PIPs	3	MPS	Held-out	0.240787623
PIPs	4	MPS	Held-out	0.243083004
PIPs	5	MPS	Held-out	0.23286119
PIPs	6	MPS	Held-out	0.238604389
PIPs	7	MPS	Held-out	0.22825781
PIPs	8	MPS	Held-out	0.234449761
PIPs	9	MPS	Held-out	0.228827818
PIPs	10	MPS	Held-out	0.239289741
PrePPI	1	MPS	Held-out	0
PrePPI	2	MPS	Held-out	0
PrePPI	3	MPS	Held-out	0
PrePPI	4	MPS	Held-out	0
PrePPI	5	MPS	Held-out	0
PrePPI	6	MPS	Held-out	0
PrePPI	7	MPS	Held-out	0
PrePPI	8	MPS	Held-out	0.001766784
PrePPI	9	MPS	Held-out	0
PrePPI	10	MPS	Held-out	0
PROPER	3	MPS	Held-out	0.014485779
PROPER	4	MPS	Held-out	0.014606256
PROPER	5	MPS	Held-out	0.013801395
PROPER	6	MPS	Held-out	0.01553781
ProteomeHD	1	MPS	Held-out	0.398849473
ProteomeHD	2	MPS	Held-out	0.419201521
ProteomeHD	3	MPS	Held-out	0.419075145
ProteomeHD	4	MPS	Held-out	0.390684411
ProteomeHD	5	MPS	Held-out	0.439810427
ProteomeHD	6	MPS	Held-out	0.433492823
ProteomeHD	7	MPS	Held-out	0.402081362
ProteomeHD	8	MPS	Held-out	0.418582375
ProteomeHD	9	MPS	Held-out	0.423954373
ProteomeHD	10	MPS	Held-out	0.433206107
PTMCode2	1	MPS	Held-out	0.163147793
PTMCode2	2	MPS	Held-out	0.165048544
PTMCode2	3	MPS	Held-out	0.163161249
PTMCode2	4	MPS	Held-out	0.15501906
PTMCode2	5	MPS	Held-out	0.170037927
PTMCode2	6	MPS	Held-out	0.153210426
PTMCode2	7	MPS	Held-out	0.16890595
PTMCode2	8	MPS	Held-out	0.163705584
PTMCode2	9	MPS	Held-out	0.163369496
PTMCode2	10	MPS	Held-out	0.177190722
Reactome	1	MPS	Held-out	0.549887892
Reactome	2	MPS	Held-out	0.555930298
Reactome	3	MPS	Held-out	0.558441558
Reactome	4	MPS	Held-out	0.52741662
Reactome	5	MPS	Held-out	0.536158192
Reactome	6	MPS	Held-out	0.527746319
Reactome	7	MPS	Held-out	0.559103641
Reactome	8	MPS	Held-out	0.540880503
Reactome	9	MPS	Held-out	0.547552054
Reactome	10	MPS	Held-out	0.558219178
ReactomeFI	1	MPS	Held-out	0.530054645
ReactomeFI	2	MPS	Held-out	0.527273394
ReactomeFI	3	MPS	Held-out	0.530106344
ReactomeFI	4	MPS	Held-out	0.521354339
ReactomeFI	5	MPS	Held-out	0.528650511
ReactomeFI	6	MPS	Held-out	0.53072974
ReactomeFI	7	MPS	Held-out	0.528846859
ReactomeFI	8	MPS	Held-out	0.524637044
ReactomeFI	9	MPS	Held-out	0.530196912
ReactomeFI	10	MPS	Held-out	0.524651504
SignaLink	1	MPS	Held-out	0.04402278
SignaLink	3	MPS	Held-out	0.046281367
SignaLink	4	MPS	Held-out	0.043795988
SignaLink	5	MPS	Held-out	0.129710802
SignaLink	6	MPS	Held-out	0.045302225
SignaLink	9	MPS	Held-out	0.044905879
SignaLink	10	MPS	Held-out	0.0440906
SIGNOR	1	MPS	Held-out	0.140546006
SIGNOR	2	MPS	Held-out	0.111557789
SIGNOR	3	MPS	Held-out	0.115498519
SIGNOR	4	MPS	Held-out	0.138804458
SIGNOR	5	MPS	Held-out	0.131632653
SIGNOR	6	MPS	Held-out	0.125502008
SIGNOR	7	MPS	Held-out	0.131979695
SIGNOR	8	MPS	Held-out	0.130390144
SIGNOR	9	MPS	Held-out	0.133537207
SIGNOR	10	MPS	Held-out	0.129685917
SPIKE	1	MPS	Held-out	0.146572104
SPIKE	2	MPS	Held-out	0.14737582
SPIKE	3	MPS	Held-out	0.147756636
SPIKE	4	MPS	Held-out	0.145843119
SPIKE	5	MPS	Held-out	0.143939394
SPIKE	6	MPS	Held-out	0.145971564
SPIKE	7	MPS	Held-out	0.139116203
SPIKE	8	MPS	Held-out	0.141107185
SPIKE	9	MPS	Held-out	0.145218418
SPIKE	10	MPS	Held-out	0.143832392
Wan	1	MPS	Held-out	0.213324792
Wan	2	MPS	Held-out	0.239845261
Wan	3	MPS	Held-out	0.233824471
Wan	4	MPS	Held-out	0.220012829
Wan	5	MPS	Held-out	0.21460892
Wan	6	MPS	Held-out	0.226597805
Wan	7	MPS	Held-out	0.228515625
Wan	8	MPS	Held-out	0.217419355
Wan	9	MPS	Held-out	0.216389245
Wan	10	MPS	Held-out	0.244714926
APID		L3	CORUM	0.043788707
BIND		L3	CORUM	0.009417688
BioGRID		L3	CORUM	0.015279241
BioPlex 293T		L3	CORUM	0.060182925
BioPlex HCT116		L3	CORUM	0.068923958
ComPPI		L3	CORUM	0.037432698
ConsensusPathDB		L3	CORUM	0
DIP		L3	CORUM	0.064917439
FunCoup		L3	CORUM	0.000952122
GeneMANIA		L3	CORUM	0.021127084
GIANT		L3	CORUM	0.000177007
Havugimana		L3	CORUM	0.207153417
Hein		L3	CORUM	0.00816847
HuRI		L3	CORUM	0.000148577
HINT		L3	CORUM	0.010490795
HIPPIE		L3	CORUM	0.031861932
HPRD		L3	CORUM	0.020557414
HumanNet		L3	CORUM	0
IID		L3	CORUM	0.005442817
InBio		L3	CORUM	0.006206848
InnateDB		L3	CORUM	0.050186587
IntAct		L3	CORUM	0.012589327
iRefIndex		L3	CORUM	0.01267296
MatrixDB		L3	CORUM	0.019212746
Mentha		L3	CORUM	0.054306089
MINT		L3	CORUM	0.018039075
MultiNet		L3	CORUM	0.003122373
PhosphoSitePlus		L3	CORUM	0.005936423
PID2		L3	CORUM	0.003835091
PIPs		L3	CORUM	0.015695722
PrePPI		L3	CORUM	0.000863151
PROPER		L3	CORUM	0.0137446
ProteomeHD		L3	CORUM	0.041551247
PTMCode2		L3	CORUM	0.129673321
Reactome		L3	CORUM	0.021843367
ReactomeFI		L3	CORUM	0.083333333
SignaLink		L3	CORUM	0.001508984
SIGNOR		L3	CORUM	0.015104167
SPIKE		L3	CORUM	0.016620499
Wan		L3	CORUM	0.075994075
Youn		L3	CORUM	0.004555208
APID		MPS	CORUM	0.093224044
BIND		MPS	CORUM	0.003683155
BioGRID		MPS	CORUM	0.052581665
BioPlex 293T		MPS	CORUM	0.068027211
BioPlex HCT116		MPS	CORUM	0.100787164
ComPPI		MPS	CORUM	0.077215623
DIP		MPS	CORUM	0.046935083
GeneMANIA		MPS	CORUM	0.0103339
Havugimana		MPS	CORUM	0.142954623
Hein		MPS	CORUM	0.010167505
HuRI		MPS	CORUM	0.000891464
HINT		MPS	CORUM	0.054324947
HIPPIE		MPS	CORUM	0.064346167
HPRD		MPS	CORUM	0.027023411
HumanNet		MPS	CORUM	0.000460287
IID		MPS	CORUM	0.000201586
InBio		MPS	CORUM	0.008020085
InnateDB		MPS	CORUM	0.066055174
IntAct		MPS	CORUM	0.043578441
iRefIndex		MPS	CORUM	0.000387948
MatrixDB		MPS	CORUM	0.022844424
Mentha		MPS	CORUM	0.087806598
MINT		MPS	CORUM	0.026279516
MultiNet		MPS	CORUM	0.009967575
PathwayCommons		MPS	CORUM	
PhosphoSitePlus		MPS	CORUM	0.003255458
PID2		MPS	CORUM	0.023489933
PIPs		MPS	CORUM	0.015841729
PrePPI		MPS	CORUM	0.001883239
PROPER		MPS	CORUM	0.000785406
ProteomeHD		MPS	CORUM	0.043628809
PTMCode2		MPS	CORUM	0.155444646
Reactome		MPS	CORUM	0.02210975
ReactomeFI		MPS	CORUM	0.076197272
SIGNOR		MPS	CORUM	0.004861111
SPIKE		MPS	CORUM	0.018796992
Wan		MPS	CORUM	0.105901789
APID		L3	PANTHER	0.002086594
BIND		L3	PANTHER	0.001975553
BioGRID		L3	PANTHER	0.000419248
BioPlex 293T		L3	PANTHER	0
BioPlex HCT116		L3	PANTHER	0
ComPPI		L3	PANTHER	0.000674926
ConsensusPathDB		L3	PANTHER	0.000270592
DIP		L3	PANTHER	0.002117362
FunCoup		L3	PANTHER	5.19E-05
GeneMANIA		L3	PANTHER	0.002647003
GIANT		L3	PANTHER	0.000805721
Havugimana		L3	PANTHER	0
Hein		L3	PANTHER	0.003456945
HuRI		L3	PANTHER	0
HINT		L3	PANTHER	0.001061402
HIPPIE		L3	PANTHER	0.000919652
HPRD		L3	PANTHER	0.037318841
HumanNet		L3	PANTHER	5.70E-05
IID		L3	PANTHER	0.002175095
InBio		L3	PANTHER	0.000376021
InnateDB		L3	PANTHER	0.001798651
IntAct		L3	PANTHER	0.001789751
iRefIndex		L3	PANTHER	0.002422399
MatrixDB		L3	PANTHER	0.001518452
Mentha		L3	PANTHER	0.000822528
MINT		L3	PANTHER	0.004022886
MultiNet		L3	PANTHER	0.003066775
PhosphoSitePlus		L3	PANTHER	0.02467462
PID2		L3	PANTHER	0.014967105
PIPs		L3	PANTHER	0.025659672
PrePPI		L3	PANTHER	0.000886211
PROPER		L3	PANTHER	0
ProteomeHD		L3	PANTHER	0
PTMCode2		L3	PANTHER	0.029159757
Reactome		L3	PANTHER	0.040512008
ReactomeFI		L3	PANTHER	0.00604878
SignaLink		L3	PANTHER	0.000387898
SIGNOR		L3	PANTHER	0.054782055
SPIKE		L3	PANTHER	0.013462061
Wan		L3	PANTHER	0.000747384
Youn		L3	PANTHER	0
APID		MPS	PANTHER	0.001422677
BIND		MPS	PANTHER	0.001728608
BioGRID		MPS	PANTHER	0.000419248
BioPlex 293T		MPS	PANTHER	0.002164941
BioPlex HCT116		MPS	PANTHER	0.000462321
ComPPI		MPS	PANTHER	0.001205226
DIP		MPS	PANTHER	0.006957048
GeneMANIA		MPS	PANTHER	0.001512573
Havugimana		MPS	PANTHER	0
Hein		MPS	PANTHER	0.002199874
HuRI		MPS	PANTHER	0.000475624
HINT		MPS	PANTHER	0.000742981
HIPPIE		MPS	PANTHER	0.001355276
HPRD		MPS	PANTHER	0.025
HumanNet		MPS	PANTHER	0.000114097
IID		MPS	PANTHER	0.000362516
InBio		MPS	PANTHER	0.012247529
InnateDB		MPS	PANTHER	0.001199101
IntAct		MPS	PANTHER	0.001271665
iRefIndex		MPS	PANTHER	0.015942764
MatrixDB		MPS	PANTHER	0.000858256
Mentha		MPS	PANTHER	0.001112831
MINT		MPS	PANTHER	0.001519757
MultiNet		MPS	PANTHER	0.004629094
PathwayCommons		MPS	PANTHER	0
PhosphoSitePlus		MPS	PANTHER	0.014099783
PID2		MPS	PANTHER	0.033223684
PIPs		MPS	PANTHER	0.017141076
PrePPI		MPS	PANTHER	0.000620347
PROPER		MPS	PANTHER	0
ProteomeHD		MPS	PANTHER	0
PTMCode2		MPS	PANTHER	0.014510779
Reactome		MPS	PANTHER	0.02665611
ReactomeFI		MPS	PANTHER	0.005658537
SIGNOR		MPS	PANTHER	0.038402038
SPIKE		MPS	PANTHER	0.023592603
Wan		MPS	PANTHER	0
				
