NCBI Gene ID A	NCBI Gene ID B	Network/Network Coverage	Analysis Set	Model Number	pTM	ipTM	Model Confidence
549	219402	BioGRID	Unreported	4	0.36	0.16	0.2
8209	51263	BioGRID	Unreported	0	0.43	0.12	0.182
8209	51263	BioGRID	Unreported	1	0.46	0.16	0.22
8209	51263	BioGRID	Unreported	2	0.45	0.14	0.202
8209	51263	BioGRID	Unreported	3	0.45	0.17	0.226
8209	51263	BioGRID	Unreported	4	0.45	0.14	0.202
54542	79590	BioGRID	Unreported	0	0.37	0.3	0.314
54542	79590	BioGRID	Unreported	1	0.36	0.27	0.288
54542	79590	BioGRID	Unreported	2	0.35	0.22	0.246
54542	79590	BioGRID	Unreported	3	0.36	0.24	0.264
54542	79590	BioGRID	Unreported	4	0.37	0.25	0.274
79922	91574	BioGRID	Unreported	0	0.54	0.17	0.244
79922	91574	BioGRID	Unreported	1	0.53	0.13	0.21
79922	91574	BioGRID	Unreported	2	0.54	0.14	0.22
79922	91574	BioGRID	Unreported	3	0.53	0.14	0.218
79922	91574	BioGRID	Unreported	4	0.52	0.15	0.224
3676	6129	BioGRID	Unreported	0	0.56	0.3	0.352
3676	6129	BioGRID	Unreported	1	0.56	0.32	0.368
3676	6129	BioGRID	Unreported	2	0.55	0.22	0.286
3676	6129	BioGRID	Unreported	3	0.58	0.35	0.396
3676	6129	BioGRID	Unreported	4	0.54	0.22	0.284
64745	91574	BioGRID	Unreported	0	0.67	0.15	0.254
64745	91574	BioGRID	Unreported	1	0.69	0.21	0.306
64745	91574	BioGRID	Unreported	2	0.68	0.17	0.272
64745	91574	BioGRID	Unreported	3	0.67	0.17	0.27
64745	91574	BioGRID	Unreported	4	0.68	0.18	0.28
2810	284615	BioGRID	Unreported	0	0.42	0.57	0.54
2810	284615	BioGRID	Unreported	1	0.41	0.57	0.538
2810	284615	BioGRID	Unreported	2	0.43	0.4	0.406
2810	284615	BioGRID	Unreported	3	0.43	0.67	0.622
2810	284615	BioGRID	Unreported	4	0.43	0.24	0.278
83901	353144	BioGRID	Unreported	0	0.1	0.07	0.076
83901	353144	BioGRID	Unreported	1	0.09	0.06	0.066
83901	353144	BioGRID	Unreported	2	0.09	0.07	0.074
83901	353144	BioGRID	Unreported	3	0.1	0.07	0.076
83901	353144	BioGRID	Unreported	4	0.09	0.07	0.074
8345	10912	PIPs	Unreported	0	0.54	0.15	0.228
8345	10912	PIPs	Unreported	1	0.54	0.16	0.236
8345	10912	PIPs	Unreported	2	0.54	0.15	0.228
8345	10912	PIPs	Unreported	3	0.55	0.16	0.238
8345	10912	PIPs	Unreported	4	0.54	0.16	0.236
2041	5624	PIPs	Unreported	0	0.37	0.21	0.242
2041	5624	PIPs	Unreported	1	0.39	0.37	0.374
2041	5624	PIPs	Unreported	2	0.38	0.34	0.348
2041	5624	PIPs	Unreported	3	0.37	0.21	0.242
2041	5624	PIPs	Unreported	4	0.36	0.19	0.224
8342	90665	PIPs	Unreported	0	0.62	0.32	0.38
8342	90665	PIPs	Unreported	1	0.62	0.28	0.348
8342	90665	PIPs	Unreported	2	0.62	0.28	0.348
8342	90665	PIPs	Unreported	3	0.61	0.27	0.338
8342	90665	PIPs	Unreported	4	0.63	0.34	0.398
8342	57599	PIPs	Unreported	0	0.79	0.58	0.622
8342	57599	PIPs	Unreported	1	0.77	0.27	0.37
8342	57599	PIPs	Unreported	2	0.78	0.29	0.388
8342	57599	PIPs	Unreported	3	0.78	0.56	0.604
8342	57599	PIPs	Unreported	4	0.78	0.26	0.364
6643	10750	PIPs	Unreported	0	0.5	0.14	0.212
6643	10750	PIPs	Unreported	1	0.52	0.15	0.224
6643	10750	PIPs	Unreported	2	0.51	0.13	0.206
6643	10750	PIPs	Unreported	3	0.51	0.11	0.19
6643	10750	PIPs	Unreported	4	0.51	0.15	0.222
7409	114569	PIPs	Unreported	0	0.46	0.14	0.204
7409	114569	PIPs	Unreported	1	0.45	0.17	0.226
7409	114569	PIPs	Unreported	2	0.49	0.19	0.25
7409	114569	PIPs	Unreported	3	0.47	0.18	0.238
7409	114569	PIPs	Unreported	4	0.49	0.17	0.234
4593	6777	PIPs	Unreported	0	0.45	0.23	0.274
4593	6777	PIPs	Unreported	1	0.43	0.19	0.238
4593	6777	PIPs	Unreported	2	0.38	0.18	0.22
4593	6777	PIPs	Unreported	3	0.44	0.2	0.248
4593	6777	PIPs	Unreported	4	0.37	0.21	0.242
729	9002	PIPs	Unreported	0	0.45	0.17	0.226
729	9002	PIPs	Unreported	1	0.47	0.22	0.27
729	9002	PIPs	Unreported	2	0.5	0.28	0.324
729	9002	PIPs	Unreported	3	0.47	0.23	0.278
729	9002	PIPs	Unreported	4	0.49	0.25	0.298
53637	64407	PIPs	Unreported	0	0.51	0.17	0.238
53637	64407	PIPs	Unreported	1	0.54	0.2	0.268
53637	64407	PIPs	Unreported	2	0.53	0.19	0.258
53637	64407	PIPs	Unreported	3	0.53	0.21	0.274
53637	64407	PIPs	Unreported	4	0.52	0.19	0.256
3663	8317	PIPs	Unreported	0	0.58	0.37	0.412
3663	8317	PIPs	Unreported	1	0.56	0.26	0.32
3663	8317	PIPs	Unreported	2	0.58	0.37	0.412
3663	8317	PIPs	Unreported	3	0.55	0.2	0.27
3663	8317	PIPs	Unreported	4	0.56	0.28	0.336
3563	10254	PIPs	Unreported	0	0.4	0.17	0.216
3563	10254	PIPs	Unreported	1	0.4	0.18	0.224
3563	10254	PIPs	Unreported	2	0.41	0.18	0.226
3563	10254	PIPs	Unreported	3	0.39	0.16	0.206
3563	10254	PIPs	Unreported	4	0.39	0.17	0.214
90665	255626	PIPs	Unreported	0	0.62	0.34	0.396
90665	255626	PIPs	Unreported	1	0.61	0.28	0.346
90665	255626	PIPs	Unreported	2	0.61	0.27	0.338
90665	255626	PIPs	Unreported	3	0.61	0.28	0.346
90665	255626	PIPs	Unreported	4	0.62	0.31	0.372
57599	255626	PIPs	Unreported	0	0.76	0.22	0.328
57599	255626	PIPs	Unreported	1	0.77	0.22	0.33
57599	255626	PIPs	Unreported	2	0.76	0.2	0.312
57599	255626	PIPs	Unreported	3	0.76	0.2	0.312
57599	255626	PIPs	Unreported	4	0.77	0.22	0.33
3669	51690	PIPs	Unreported	0	0.57	0.1	0.194
3669	51690	PIPs	Unreported	1	0.59	0.14	0.23
3669	51690	PIPs	Unreported	2	0.57	0.1	0.194
3669	51690	PIPs	Unreported	3	0.58	0.13	0.22
3669	51690	PIPs	Unreported	4	0.57	0.11	0.202
1436	51283	PIPs	Unreported	0	0.35	0.22	0.246
1436	51283	PIPs	Unreported	1	0.34	0.22	0.244
1436	51283	PIPs	Unreported	2	0.35	0.22	0.246
1436	51283	PIPs	Unreported	3	0.34	0.2	0.228
1436	51283	PIPs	Unreported	4	0.34	0.2	0.228
1436	3658	PIPs	Unreported	0	0.53	0.32	0.362
1436	3658	PIPs	Unreported	1	0.5	0.26	0.308
1436	3658	PIPs	Unreported	2	0.59	0.58	0.582
1436	3658	PIPs	Unreported	3	0.5	0.28	0.324
1436	3658	PIPs	Unreported	4	0.5	0.27	0.316
4656	56676	PIPs	Unreported	0	0.41	0.42	0.418
4656	56676	PIPs	Unreported	1	0.41	0.41	0.41
4656	56676	PIPs	Unreported	2	0.41	0.41	0.41
4656	56676	PIPs	Unreported	3	0.41	0.42	0.418
4656	56676	PIPs	Unreported	4	0.41	0.41	0.41
5771	10011	PIPs	Unreported	0	0.47	0.19	0.246
5771	10011	PIPs	Unreported	1	0.46	0.18	0.236
5771	10011	PIPs	Unreported	2	0.47	0.18	0.238
5771	10011	PIPs	Unreported	3	0.47	0.17	0.23
5771	10011	PIPs	Unreported	4	0.46	0.17	0.228
8490	10663	PIPs	Unreported	0	0.57	0.28	0.338
8490	10663	PIPs	Unreported	1	0.56	0.17	0.248
8490	10663	PIPs	Unreported	2	0.56	0.28	0.336
8490	10663	PIPs	Unreported	3	0.56	0.24	0.304
8490	10663	PIPs	Unreported	4	0.56	0.28	0.336
1843	2569	PIPs	Unreported	0	0.45	0.2	0.25
1843	2569	PIPs	Unreported	1	0.42	0.13	0.188
1843	2569	PIPs	Unreported	2	0.44	0.16	0.216
1843	2569	PIPs	Unreported	3	0.43	0.16	0.214
1843	2569	PIPs	Unreported	4	0.42	0.14	0.196
433	710	PIPs	Unreported	0	0.5	0.18	0.244
433	710	PIPs	Unreported	1	0.61	0.53	0.546
433	710	PIPs	Unreported	2	0.61	0.56	0.57
433	710	PIPs	Unreported	3	0.6	0.49	0.512
433	710	PIPs	Unreported	4	0.61	0.53	0.546
948	10750	PIPs	Unreported	0	0.62	0.15	0.244
948	10750	PIPs	Unreported	1	0.61	0.12	0.218
948	10750	PIPs	Unreported	2	0.62	0.27	0.34
948	10750	PIPs	Unreported	3	0.62	0.13	0.228
948	10750	PIPs	Unreported	4	0.62	0.13	0.228
836	29959	PIPs	Unreported	0	0.47	0.18	0.238
836	29959	PIPs	Unreported	1	0.46	0.17	0.228
836	29959	PIPs	Unreported	2	0.46	0.16	0.22
836	29959	PIPs	Unreported	3	0.46	0.15	0.212
836	29959	PIPs	Unreported	4	0.45	0.16	0.218
3065	6571	PIPs	Unreported	0	0.48	0.23	0.28
3065	6571	PIPs	Unreported	1	0.47	0.25	0.294
3065	6571	PIPs	Unreported	2	0.47	0.2	0.254
3065	6571	PIPs	Unreported	3	0.51	0.26	0.31
3065	6571	PIPs	Unreported	4	0.49	0.21	0.266
80824	125950	PIPs	Unreported	0	0.35	0.18	0.214
80824	125950	PIPs	Unreported	1	0.34	0.16	0.196
80824	125950	PIPs	Unreported	2	0.35	0.17	0.206
80824	125950	PIPs	Unreported	3	0.34	0.27	0.284
80824	125950	PIPs	Unreported	4	0.35	0.17	0.206
1843	80332	PIPs	Unreported	0	0.42	0.16	0.212
1843	80332	PIPs	Unreported	1	0.41	0.18	0.226
1843	80332	PIPs	Unreported	2	0.43	0.16	0.214
1843	80332	PIPs	Unreported	3	0.4	0.16	0.208
1843	80332	PIPs	Unreported	4	0.4	0.16	0.208
729	6406	PIPs	Unreported	0	0.46	0.27	0.308
729	6406	PIPs	Unreported	1	0.46	0.21	0.26
729	6406	PIPs	Unreported	2	0.45	0.17	0.226
729	6406	PIPs	Unreported	3	0.45	0.16	0.218
729	6406	PIPs	Unreported	4	0.44	0.15	0.208
6002	161424	PIPs	Unreported	0	0.4	0.23	0.264
6002	161424	PIPs	Unreported	1	0.4	0.32	0.336
6002	161424	PIPs	Unreported	2	0.4	0.31	0.328
6002	161424	PIPs	Unreported	3	0.41	0.35	0.362
6002	161424	PIPs	Unreported	4	0.4	0.3	0.32
7409	11276	PIPs	Unreported	0	0.34	0.2	0.228
7409	11276	PIPs	Unreported	1	0.34	0.23	0.252
7409	11276	PIPs	Unreported	2	0.34	0.22	0.244
7409	11276	PIPs	Unreported	3	0.35	0.2	0.23
7409	11276	PIPs	Unreported	4	0.36	0.21	0.24
7409	10572	PIPs	Unreported	0	0.49	0.24	0.29
7409	10572	PIPs	Unreported	1	0.54	0.22	0.284
7409	10572	PIPs	Unreported	2	0.49	0.21	0.266
7409	10572	PIPs	Unreported	3	0.49	0.23	0.282
7409	10572	PIPs	Unreported	4	0.54	0.24	0.3
8341	10912	PIPs	Unreported	0	0.55	0.16	0.238
8341	10912	PIPs	Unreported	1	0.54	0.15	0.228
8341	10912	PIPs	Unreported	2	0.53	0.15	0.226
8341	10912	PIPs	Unreported	3	0.56	0.21	0.28
8341	10912	PIPs	Unreported	4	0.54	0.15	0.228
10912	128312	PIPs	Unreported	0	0.54	0.17	0.244
10912	128312	PIPs	Unreported	1	0.56	0.18	0.256
10912	128312	PIPs	Unreported	2	0.54	0.15	0.228
10912	128312	PIPs	Unreported	3	0.55	0.17	0.246
10912	128312	PIPs	Unreported	4	0.57	0.39	0.426
2677	7035	PIPs	Unreported	0	0.37	0.27	0.29
2677	7035	PIPs	Unreported	1	0.3	0.19	0.212
2677	7035	PIPs	Unreported	2	0.33	0.2	0.226
2677	7035	PIPs	Unreported	3	0.3	0.16	0.188
2677	7035	PIPs	Unreported	4	0.27	0.17	0.19
2829	64407	PIPs	Unreported	0	0.54	0.26	0.316
2829	64407	PIPs	Unreported	1	0.53	0.18	0.25
2829	64407	PIPs	Unreported	2	0.55	0.28	0.334
2829	64407	PIPs	Unreported	3	0.54	0.27	0.324
2829	64407	PIPs	Unreported	4	0.55	0.28	0.334
7454	55715	PIPs	Unreported	0	0.32	0.14	0.176
7454	55715	PIPs	Unreported	1	0.26	0.17	0.188
7454	55715	PIPs	Unreported	2	0.29	0.2	0.218
7454	55715	PIPs	Unreported	3	0.28	0.32	0.312
7454	55715	PIPs	Unreported	4	0.28	0.17	0.192
4068	8774	PIPs	Unreported	0	0.62	0.1	0.204
4068	8774	PIPs	Unreported	1	0.62	0.11	0.212
4068	8774	PIPs	Unreported	2	0.62	0.13	0.228
4068	8774	PIPs	Unreported	3	0.62	0.1	0.204
4068	8774	PIPs	Unreported	4	0.68	0.37	0.432
350	9429	PIPs	Unreported	0	0.56	0.13	0.216
350	9429	PIPs	Unreported	1	0.55	0.13	0.214
350	9429	PIPs	Unreported	2	0.57	0.13	0.218
350	9429	PIPs	Unreported	3	0.57	0.14	0.226
350	9429	PIPs	Unreported	4	0.57	0.15	0.234
5581	23328	PIPs	Unreported	0	0.34	0.35	0.348
5581	23328	PIPs	Unreported	1	0.34	0.38	0.372
5581	23328	PIPs	Unreported	2	0.35	0.26	0.278
5581	23328	PIPs	Unreported	3	0.33	0.27	0.282
5581	23328	PIPs	Unreported	4	0.34	0.35	0.348
4929	80824	PIPs	Unreported	0	0.31	0.19	0.214
4929	80824	PIPs	Unreported	1	0.3	0.17	0.196
4929	80824	PIPs	Unreported	2	0.31	0.17	0.198
4929	80824	PIPs	Unreported	3	0.32	0.22	0.24
4929	80824	PIPs	Unreported	4	0.31	0.18	0.206
273	80824	PIPs	Unreported	0	0.28	0.26	0.264
273	80824	PIPs	Unreported	1	0.3	0.24	0.252
273	80824	PIPs	Unreported	2	0.27	0.18	0.198
273	80824	PIPs	Unreported	3	0.3	0.21	0.228
273	80824	PIPs	Unreported	4	0.29	0.19	0.21
2017	3460	PIPs	Unreported	0	0.35	0.23	0.254
2017	3460	PIPs	Unreported	1	0.35	0.21	0.238
2017	3460	PIPs	Unreported	2	0.35	0.18	0.214
2017	3460	PIPs	Unreported	3	0.33	0.15	0.186
2017	3460	PIPs	Unreported	4	0.35	0.18	0.214
2017	114569	PIPs	Unreported	0	0.27	0.11	0.142
2017	114569	PIPs	Unreported	1	0.29	0.13	0.162
2017	114569	PIPs	Unreported	2	0.28	0.13	0.16
2017	114569	PIPs	Unreported	3	0.28	0.12	0.152
2017	114569	PIPs	Unreported	4	0.28	0.12	0.152
6002	8811	PIPs	Unreported	0	0.31	0.23	0.246
6002	8811	PIPs	Unreported	1	0.31	0.26	0.27
6002	8811	PIPs	Unreported	2	0.32	0.27	0.28
6002	8811	PIPs	Unreported	3	0.32	0.27	0.28
6002	8811	PIPs	Unreported	4	0.31	0.26	0.27
1131	6002	PIPs	Unreported	0	0.32	0.25	0.264
1131	6002	PIPs	Unreported	1	0.31	0.24	0.254
1131	6002	PIPs	Unreported	2	0.32	0.23	0.248
1131	6002	PIPs	Unreported	3	0.33	0.24	0.258
1131	6002	PIPs	Unreported	4	0.32	0.28	0.288
1445	147968	PIPs	Unreported	0	0.55	0.16	0.238
1445	147968	PIPs	Unreported	1	0.55	0.17	0.246
1445	147968	PIPs	Unreported	2	0.55	0.16	0.238
1445	147968	PIPs	Unreported	3	0.55	0.16	0.238
1445	147968	PIPs	Unreported	4	0.55	0.15	0.23
1445	9107	PIPs	Unreported	0	0.54	0.16	0.236
1445	9107	PIPs	Unreported	1	0.54	0.16	0.236
1445	9107	PIPs	Unreported	2	0.54	0.17	0.244
1445	9107	PIPs	Unreported	3	0.54	0.15	0.228
1445	9107	PIPs	Unreported	4	0.54	0.17	0.244
1445	140461	PIPs	Unreported	0	0.74	0.26	0.356
1445	140461	PIPs	Unreported	1	0.7	0.2	0.3
1445	140461	PIPs	Unreported	2	0.71	0.24	0.334
1445	140461	PIPs	Unreported	3	0.69	0.23	0.322
1445	140461	PIPs	Unreported	4	0.69	0.2	0.298
1445	11135	PIPs	Unreported	0	0.53	0.34	0.378
1445	11135	PIPs	Unreported	1	0.51	0.26	0.31
1445	11135	PIPs	Unreported	2	0.52	0.24	0.296
1445	11135	PIPs	Unreported	3	0.53	0.24	0.298
1445	11135	PIPs	Unreported	4	0.53	0.28	0.33
5980	6633	PIPs	Unreported	0	0.58	0.26	0.324
5980	6633	PIPs	Unreported	1	0.57	0.25	0.314
5980	6633	PIPs	Unreported	2	0.54	0.1	0.188
5980	6633	PIPs	Unreported	3	0.56	0.18	0.256
5980	6633	PIPs	Unreported	4	0.57	0.25	0.314
477	81876	Wan	Unreported	0	0.67	0.24	0.326
477	81876	Wan	Unreported	1	0.66	0.26	0.34
477	81876	Wan	Unreported	2	0.68	0.3	0.376
477	81876	Wan	Unreported	3	0.69	0.27	0.354
477	81876	Wan	Unreported	4	0.67	0.26	0.342
366	7417	Wan	Unreported	0	0.47	0.16	0.222
366	7417	Wan	Unreported	1	0.51	0.25	0.302
366	7417	Wan	Unreported	2	0.46	0.11	0.18
366	7417	Wan	Unreported	3	0.47	0.12	0.19
366	7417	Wan	Unreported	4	0.46	0.11	0.18
81876	92483	Wan	Unreported	0	0.61	0.19	0.274
81876	92483	Wan	Unreported	1	0.61	0.18	0.266
81876	92483	Wan	Unreported	2	0.58	0.15	0.236
81876	92483	Wan	Unreported	3	0.67	0.41	0.462
81876	92483	Wan	Unreported	4	0.58	0.17	0.252
5686	54859	Wan	Unreported	0	0.59	0.26	0.326
5686	54859	Wan	Unreported	1	0.57	0.24	0.306
5686	54859	Wan	Unreported	2	0.54	0.21	0.276
5686	54859	Wan	Unreported	3	0.52	0.14	0.216
5686	54859	Wan	Unreported	4	0.53	0.16	0.234
5692	54859	Wan	Unreported	0	0.56	0.21	0.28
5692	54859	Wan	Unreported	1	0.56	0.2	0.272
5692	54859	Wan	Unreported	2	0.52	0.19	0.256
5692	54859	Wan	Unreported	3	0.68	0.53	0.56
5692	54859	Wan	Unreported	4	0.56	0.21	0.28
5682	54859	Wan	Unreported	0	0.62	0.2	0.284
5682	54859	Wan	Unreported	1	0.66	0.2	0.292
5682	54859	Wan	Unreported	2	0.65	0.2	0.29
5682	54859	Wan	Unreported	3	0.65	0.21	0.298
5682	54859	Wan	Unreported	4	0.67	0.23	0.318
5690	54859	Wan	Unreported	0	0.68	0.15	0.256
5690	54859	Wan	Unreported	1	0.77	0.44	0.506
5690	54859	Wan	Unreported	2	0.72	0.34	0.416
5690	54859	Wan	Unreported	3	0.75	0.36	0.438
5690	54859	Wan	Unreported	4	0.76	0.39	0.464
6144	6506	Wan	Unreported	0	0.56	0.14	0.224
6144	6506	Wan	Unreported	1	0.58	0.15	0.236
6144	6506	Wan	Unreported	2	0.58	0.13	0.22
6144	6506	Wan	Unreported	3	0.58	0.15	0.236
6144	6506	Wan	Unreported	4	0.57	0.13	0.218
483	6231	Wan	Unreported	0	0.59	0.14	0.23
483	6231	Wan	Unreported	1	0.59	0.17	0.254
483	6231	Wan	Unreported	2	0.56	0.12	0.208
483	6231	Wan	Unreported	3	0.59	0.12	0.214
483	6231	Wan	Unreported	4	0.57	0.12	0.21
5707	124930	Wan	Unreported	0	0.62	0.2	0.284
5707	124930	Wan	Unreported	1	0.61	0.2	0.282
5707	124930	Wan	Unreported	2	0.6	0.18	0.264
5707	124930	Wan	Unreported	3	0.6	0.21	0.288
5707	124930	Wan	Unreported	4	0.61	0.21	0.29
483	6144	Wan	Unreported	0	0.52	0.09	0.176
483	6144	Wan	Unreported	1	0.52	0.08	0.168
483	6144	Wan	Unreported	2	0.5	0.08	0.164
483	6144	Wan	Unreported	3	0.5	0.08	0.164
483	6144	Wan	Unreported	4	0.51	0.09	0.174
5689	54859	Wan	Unreported	0	0.53	0.17	0.242
5689	54859	Wan	Unreported	1	0.53	0.14	0.218
5689	54859	Wan	Unreported	2	0.59	0.36	0.406
5689	54859	Wan	Unreported	3	0.54	0.15	0.228
5689	54859	Wan	Unreported	4	0.53	0.15	0.226
5707	54859	Wan	Unreported	0	0.69	0.25	0.338
5707	54859	Wan	Unreported	1	0.68	0.22	0.312
5707	54859	Wan	Unreported	2	0.69	0.21	0.306
5707	54859	Wan	Unreported	3	0.67	0.22	0.31
5707	54859	Wan	Unreported	4	0.67	0.19	0.286
5700	54859	Wan	Unreported	0	0.41	0.14	0.194
5700	54859	Wan	Unreported	1	0.4	0.14	0.192
5700	54859	Wan	Unreported	2	0.41	0.12	0.178
5700	54859	Wan	Unreported	3	0.39	0.18	0.222
5700	54859	Wan	Unreported	4	0.41	0.2	0.242
5695	54859	Wan	Unreported	0	0.48	0.11	0.184
5695	54859	Wan	Unreported	1	0.49	0.11	0.186
5695	54859	Wan	Unreported	2	0.51	0.14	0.214
5695	54859	Wan	Unreported	3	0.49	0.13	0.202
5695	54859	Wan	Unreported	4	0.51	0.13	0.206
4676	29945	Wan	Unreported	0	0.55	0.16	0.238
4676	29945	Wan	Unreported	1	0.55	0.17	0.246
4676	29945	Wan	Unreported	2	0.54	0.16	0.236
4676	29945	Wan	Unreported	3	0.55	0.16	0.238
4676	29945	Wan	Unreported	4	0.55	0.16	0.238
6228	6506	Wan	Unreported	0	0.61	0.12	0.218
6228	6506	Wan	Unreported	1	0.6	0.13	0.224
6228	6506	Wan	Unreported	2	0.62	0.22	0.3
6228	6506	Wan	Unreported	3	0.6	0.13	0.224
6228	6506	Wan	Unreported	4	0.6	0.15	0.24
4676	119504	Wan	Unreported	0	0.6	0.24	0.312
4676	119504	Wan	Unreported	1	0.59	0.21	0.286
4676	119504	Wan	Unreported	2	0.58	0.2	0.276
4676	119504	Wan	Unreported	3	0.59	0.22	0.294
4676	119504	Wan	Unreported	4	0.61	0.37	0.418
6194	6506	Wan	Unreported	0	0.55	0.18	0.254
6194	6506	Wan	Unreported	1	0.54	0.15	0.228
6194	6506	Wan	Unreported	2	0.53	0.15	0.226
6194	6506	Wan	Unreported	3	0.53	0.14	0.218
6194	6506	Wan	Unreported	4	0.55	0.16	0.238
6230	6506	Wan	Unreported	0	0.61	0.15	0.242
6230	6506	Wan	Unreported	1	0.62	0.14	0.236
6230	6506	Wan	Unreported	2	0.63	0.17	0.262
6230	6506	Wan	Unreported	3	0.64	0.16	0.256
6230	6506	Wan	Unreported	4	0.63	0.14	0.238
6204	6319	Wan	Unreported	0	0.62	0.13	0.228
6204	6319	Wan	Unreported	1	0.61	0.12	0.218
6204	6319	Wan	Unreported	2	0.61	0.12	0.218
6204	6319	Wan	Unreported	3	0.61	0.12	0.218
6204	6319	Wan	Unreported	4	0.61	0.11	0.21
5706	54859	Wan	Unreported	0	0.41	0.12	0.178
5706	54859	Wan	Unreported	1	0.4	0.12	0.176
5706	54859	Wan	Unreported	2	0.39	0.14	0.19
5706	54859	Wan	Unreported	3	0.42	0.12	0.18
5706	54859	Wan	Unreported	4	0.42	0.13	0.188
5069	10541	Wan	Unreported	0	0.5	0.18	0.244
5069	10541	Wan	Unreported	1	0.48	0.11	0.184
5069	10541	Wan	Unreported	2	0.49	0.15	0.218
5069	10541	Wan	Unreported	3	0.5	0.18	0.244
5069	10541	Wan	Unreported	4	0.48	0.1	0.176
6506	11224	Wan	Unreported	0	0.61	0.12	0.218
6506	11224	Wan	Unreported	1	0.57	0.18	0.258
6506	11224	Wan	Unreported	2	0.6	0.14	0.232
6506	11224	Wan	Unreported	3	0.62	0.15	0.244
6506	11224	Wan	Unreported	4	0.6	0.16	0.248
6217	6506	Wan	Unreported	0	0.61	0.18	0.266
6217	6506	Wan	Unreported	1	0.62	0.18	0.268
6217	6506	Wan	Unreported	2	0.6	0.18	0.264
6217	6506	Wan	Unreported	3	0.63	0.23	0.31
6217	6506	Wan	Unreported	4	0.63	0.28	0.35
5701	54859	Wan	Unreported	0	0.6	0.13	0.224
5701	54859	Wan	Unreported	1	0.61	0.16	0.25
5701	54859	Wan	Unreported	2	0.6	0.17	0.256
5701	54859	Wan	Unreported	3	0.61	0.14	0.234
5701	54859	Wan	Unreported	4	0.7	0.46	0.508
366	7419	Wan	Unreported	0	0.51	0.13	0.206
366	7419	Wan	Unreported	1	0.52	0.1	0.184
366	7419	Wan	Unreported	2	0.53	0.13	0.21
366	7419	Wan	Unreported	3	0.51	0.12	0.198
366	7419	Wan	Unreported	4	0.54	0.17	0.244
483	6152	Wan	Unreported	0	0.52	0.13	0.208
483	6152	Wan	Unreported	1	0.53	0.11	0.194
483	6152	Wan	Unreported	2	0.53	0.09	0.178
483	6152	Wan	Unreported	3	0.52	0.09	0.176
483	6152	Wan	Unreported	4	0.53	0.09	0.178
483	6208	Wan	Unreported	0	0.54	0.15	0.228
483	6208	Wan	Unreported	1	0.53	0.12	0.202
483	6208	Wan	Unreported	2	0.53	0.1	0.186
483	6208	Wan	Unreported	3	0.53	0.12	0.202
483	6208	Wan	Unreported	4	0.52	0.11	0.192
483	6157	Wan	Unreported	0	0.52	0.09	0.176
483	6157	Wan	Unreported	1	0.52	0.08	0.168
483	6157	Wan	Unreported	2	0.54	0.1	0.188
483	6157	Wan	Unreported	3	0.53	0.09	0.178
483	6157	Wan	Unreported	4	0.53	0.08	0.17
3945	51560	Wan	Unreported	0	0.63	0.16	0.254
3945	51560	Wan	Unreported	1	0.63	0.15	0.246
3945	51560	Wan	Unreported	2	0.62	0.14	0.236
3945	51560	Wan	Unreported	3	0.62	0.14	0.236
3945	51560	Wan	Unreported	4	0.64	0.16	0.256
6137	6506	Wan	Unreported	0	0.54	0.14	0.22
6137	6506	Wan	Unreported	1	0.55	0.13	0.214
6137	6506	Wan	Unreported	2	0.54	0.12	0.204
6137	6506	Wan	Unreported	3	0.5	0.12	0.196
6137	6506	Wan	Unreported	4	0.55	0.14	0.222
6146	27341	Wan	Unreported	0	0.38	0.1	0.156
6146	27341	Wan	Unreported	1	0.39	0.1	0.158
6146	27341	Wan	Unreported	2	0.4	0.11	0.168
6146	27341	Wan	Unreported	3	0.39	0.11	0.166
6146	27341	Wan	Unreported	4	0.38	0.13	0.18
482	6134	Wan	Unreported	0	0.49	0.13	0.202
482	6134	Wan	Unreported	1	0.49	0.13	0.202
482	6134	Wan	Unreported	2	0.49	0.13	0.202
482	6134	Wan	Unreported	3	0.48	0.11	0.184
482	6134	Wan	Unreported	4	0.48	0.11	0.184
5688	54859	Wan	Unreported	0	0.6	0.3	0.36
5688	54859	Wan	Unreported	1	0.71	0.52	0.558
5688	54859	Wan	Unreported	2	0.7	0.51	0.548
5688	54859	Wan	Unreported	3	0.57	0.24	0.306
5688	54859	Wan	Unreported	4	0.63	0.38	0.43
84864	149371	Wan	Unreported	0	0.44	0.15	0.208
84864	149371	Wan	Unreported	1	0.44	0.15	0.208
84864	149371	Wan	Unreported	2	0.43	0.19	0.238
84864	149371	Wan	Unreported	3	0.44	0.17	0.224
84864	149371	Wan	Unreported	4	0.43	0.15	0.206
10640	84864	Wan	Unreported	0	0.47	0.15	0.214
10640	84864	Wan	Unreported	1	0.47	0.15	0.214
10640	84864	Wan	Unreported	2	0.47	0.15	0.214
10640	84864	Wan	Unreported	3	0.47	0.13	0.198
10640	84864	Wan	Unreported	4	0.48	0.14	0.208
483	6169	Wan	Unreported	0	0.6	0.08	0.184
483	6169	Wan	Unreported	1	0.6	0.11	0.208
483	6169	Wan	Unreported	2	0.58	0.08	0.18
483	6169	Wan	Unreported	3	0.61	0.09	0.194
483	6169	Wan	Unreported	4	0.64	0.19	0.28
6506	9045	Wan	Unreported	0	0.57	0.14	0.226
