Entrez_A	Entrez_B	Score	ID
6168	6193	0.996810587	2762
65005	79590	0.996809391	2763
6155	9045	0.996808243	2764
6130	6217	0.99678083	2765
4736	6208	0.996775417	2766
10972	54732	0.996773785	2767
4736	6129	0.996773722	2768
6152	6201	0.996771334	2769
6124	6156	0.996761229	2770
5694	5706	0.996741554	2771
10728	7415	0.996741396	2772
3308	3312	0.996737759	2773
6122	6142	0.996730919	2774
6176	9045	0.99671837	2775
10240	7818	0.996711324	2776
3921	6193	0.996710343	2777
6175	6217	0.996708705	2778
4736	6157	0.996702611	2779
6129	6206	0.996700911	2780
6432	6434	0.996698694	2781
6136	6157	0.99667679	2782
6426	6428	0.996672845	2783
6168	6189	0.996659783	2784
6202	6223	0.99665892	2785
6204	6205	0.996649522	2786
6137	9349	0.996624873	2787
5685	5707	0.996623654	2788
6138	6152	0.996613444	2789
6165	6204	0.996606648	2790
6128	6155	0.996592877	2791
6125	6152	0.996566455	2792
6130	6187	0.996566303	2793
5683	5708	0.99656494	2794
6165	6206	0.99655898	2795
57511	9382	0.996555301	2796
6147	6224	0.996551918	2797
6169	6231	0.996542512	2798
6125	6181	0.99653954	2799
6143	6208	0.996537117	2800
6169	6193	0.996534776	2801
6137	9045	0.996534547	2802
5684	5706	0.996533876	2803
23451	90324	0.996525195	2804
6202	6224	0.996511027	2805
6124	6181	0.996503869	2806
5682	5701	0.996498776	2807
25873	6210	0.996477981	2808
100526842	6135	0.996465696	2809
6134	6141	0.996455011	2810
6144	6191	0.996444802	2811
6144	9045	0.996441254	2812
6191	6202	0.996433537	2813
6157	6205	0.99643272	2814
6137	6207	0.996428721	2815
6124	6141	0.996427882	2816
6123	6128	0.996426842	2817
6130	6206	0.996425859	2818
1478	51585	0.996425464	2819
4736	6165	0.996414196	2820
6155	6160	0.996409269	2821
4736	6201	0.996406709	2822
6168	6191	0.996396015	2823
11224	6181	0.996395531	2824
3921	6210	0.996387563	2825
11224	4736	0.996380015	2826
5685	5713	0.996369686	2827
6152	6209	0.99636619	2828
2170	3094	0.996355233	2829
6169	6207	0.996345351	2830
6128	6224	0.996340864	2831
6141	6152	0.996332989	2832
6168	6228	0.996332198	2833
3921	6138	0.996327008	2834
6154	6155	0.996313293	2835
3921	6201	0.996305634	2836
25942	3066	0.996298861	2837
283742	51493	0.996295197	2838
10213	5686	0.996293849	2839
6201	6209	0.996292056	2840
25839	91949	0.996290411	2841
6122	6155	0.996282294	2842
6124	6144	0.996273684	2843
6156	9349	0.996268397	2844
5689	5719	0.99626464	2845
6134	6193	0.996251595	2846
6143	6181	0.996249692	2847
25873	6230	0.996233345	2848
6133	6168	0.99623106	2849
6175	6230	0.996220347	2850
6138	6147	0.99621725	2851
6137	6168	0.99621222	2852
25873	6133	0.996209256	2853
25873	6191	0.996204973	2854
400569	9440	0.996202742	2855
6143	6193	0.996200708	2857
6138	6209	0.996189016	2858
6154	6188	0.996177741	2859
6143	6222	0.996176055	2860
6122	6168	0.996167067	2861
6122	6138	0.99615282	2862
6156	6202	0.996143539	2863
6194	6222	0.996137886	2864
6128	6205	0.996135999	2865
6135	6206	0.996134208	2866
25873	6194	0.996128035	2867
6133	6201	0.996098483	2868
6187	9045	0.996098397	2869
6143	6152	0.996087531	2870
6142	6224	0.996086346	2872
6160	6207	0.996074701	2873
6201	6223	0.996047183	2874
6136	6147	0.996043619	2875
6152	6228	0.996038347	2876
6147	6193	0.996025307	2877
3993	50855	0.996023912	2878
51121	6202	0.99601703	2879
6201	6222	0.995998549	2880
6141	6147	0.995972186	2881
6187	6206	0.995966485	2882
3921	6217	0.995958894	2883
6142	6168	0.995948236	2884
117246	84365	0.99594416	2885
25873	6134	0.995929071	2886
342538	689	0.99591855	2887
6157	6160	0.995902578	2888
6189	6208	0.995890482	2889
3921	6175	0.995888212	2890
3921	6194	0.995887808	2891
23521	6169	0.995880756	2892
79691	81890	0.99585245	2893
6188	6217	0.995850662	2894
6191	6230	0.995846821	2895
6175	6193	0.995813435	2896
6193	6207	0.995782114	2897
6124	6130	0.995767549	2898
6142	6203	0.995756878	2899
6128	6154	0.995732703	2900
60488	64965	0.995729016	2901
6175	6205	0.995721477	2903
6125	9045	0.995710785	2904
6160	9349	0.995708178	2905
6124	6187	0.995704567	2906
6129	6217	0.995697932	2907
64978	65005	0.995680931	2908
6175	9045	0.995677913	2909
6426	6434	0.99567337	2910
10213	5685	0.995663069	2911
29114	3094	0.995655537	2912
6132	6230	0.995648756	2913
6141	6228	0.995639607	2914
3921	6142	0.995637506	2915
6123	6202	0.99561075	2916
6142	6222	0.995606322	2917
6125	6175	0.995599746	2918
6122	6201	0.995588203	2919
3921	6188	0.995571966	2920
6201	6231	0.995556023	2921
6169	6217	0.995544334	2922
6124	6147	0.9955258	2923
5689	5707	0.995524445	2924
6168	6206	0.995516391	2925
6122	6193	0.995511993	2926
6152	6157	0.995489044	2927
25873	6128	0.995471093	2928
3611	6251	0.995467047	2929
6175	9349	0.99546606	2930
6428	8683	0.995465226	2931
6138	6208	0.995461233	2932
6160	6228	0.99544831	2933
5688	5708	0.995419543	2934
6175	6224	0.99541909	2935
6165	6230	0.995416385	2936
11224	6154	0.995404033	2937
6143	6164	0.995403975	2938
6165	6232	0.995390595	2939
6135	6231	0.995377748	2940
6164	6189	0.995374919	2941
25839	9382	0.995370459	2942
5981	5982	0.995364184	2943
5684	5700	0.995363062	2944
6134	6142	0.99534145	2945
6141	6169	0.995336342	2946
6206	6223	0.995332737	2947
3921	6205	0.99532696	2948
6124	6217	0.995314242	2949
6123	6155	0.995291852	2950
6184	8801	0.995287383	2951
6222	9045	0.995284592	2952
6142	6143	0.995267098	2953
6125	6207	0.995255907	2955
6168	6176	0.995240304	2958
6138	6169	0.995220499	2959
6164	6194	0.995202022	2960
6188	6189	0.995199525	2961
6134	6144	0.99518816	2962
3921	6156	0.995174494	2964
3921	6187	0.995170152	2965
6202	9349	0.995161065	2966
25873	6155	0.9951517	2967
11222	65005	0.995139855	2968
6157	6230	0.995139807	2969
23597	26275	0.995137518	2970
5693	5706	0.995132374	2971
11224	6141	0.995121493	2972
10466	9382	0.995112331	2973
6152	6168	0.995097621	2974
57511	91949	0.995087363	2975
6157	6206	0.99508588	2976
51602	55226	0.99508198	2977
6122	6134	0.995078915	2978
6201	6205	0.995073112	2979
6175	6206	0.99506431	2981
6217	6223	0.995056039	2982
10466	91949	0.995055926	2983
6147	6191	0.995045452	2984
5682	5713	0.995040085	2985
513	9551	0.995013291	2986
1537	7386	0.995004988	2987
5905	729857	0.994999881	2988
10466	25839	0.994992412	2989
6156	6175	0.994991562	2990
6138	6205	0.994982921	2991
163	8907	0.994982214	2992
4478	811	0.994975593	2993
28957	7818	0.994946367	2994
23521	6142	0.994944507	2995
6188	6193	0.994924284	2996
5687	9861	0.994914738	2997
6203	9045	0.994897318	2998
6169	6208	0.994866007	2999
10094	10096	0.994854315	3000
5245	7419	0.994852791	3001
128866	25978	0.994831759	3002
10097	829	0.994826886	3003
25873	6154	0.99481908	3004
6157	6164	0.994792926	3005
6152	6169	0.99478733	3006
6224	6230	0.994772594	3007
6202	6230	0.994772496	3008
5696	5705	0.994771532	3009
506	8407	0.994764364	3010
25873	6201	0.994757848	3011
6201	6208	0.994738545	3012
6130	6203	0.994734109	3013
149371	23233	0.994733867	3014
3921	6135	0.99472528	3015
6206	9045	0.994724805	3016
6204	6210	0.994723633	3017
6206	6228	0.994716917	3018
6132	6202	0.994715532	3019
6193	9349	0.994698662	3020
6154	6175	0.994696704	3021
128866	51510	0.994677084	3022
5518	5528	0.994669638	3023
6122	6224	0.994635517	3024
6124	6128	0.994618346	3025
6136	6206	0.99461122	3027
6124	6203	0.994610713	3028
6128	6157	0.994602951	3029
535	9114	0.994601213	3030
6125	6144	0.994596702	3031
6136	6204	0.994578803	3032
6125	6203	0.994567068	3033
6134	6191	0.994563599	3034
6142	6205	0.994545591	3035
6169	6187	0.994535864	3036
6189	6228	0.994505828	3037
6152	6217	0.994487222	3038
11224	6228	0.99447194	3039
6205	6224	0.99446986	3040
6155	6201	0.99446733	3041
3921	6143	0.994432605	3042
6123	6222	0.994423856	3043
6130	9045	0.994421393	3044
23521	25873	0.994415956	3045
27095	51399	0.994408013	3046
6201	6210	0.994402926	3047
6137	6202	0.994398353	3048
6133	6144	0.994394551	3049
6160	6205	0.994378962	3050
4666	689	0.994347888	3051
6142	6169	0.994314643	3052
6154	6207	0.994295856	3053
4736	6156	0.994295661	3054
6134	6208	0.994291621	3055
6125	6201	0.994288633	3056
6137	6160	0.994285521	3057
25873	6142	0.994276937	3058
6122	9045	0.994269982	3059
6193	6202	0.994218887	3060
6143	6155	0.994206938	3061
6128	6160	0.994175358	3062
6160	6191	0.994175043	3063
6175	6181	0.994172823	3064
6209	6230	0.994160398	3065
6142	6156	0.994155904	3066
5201	5203	0.994148718	3067
6164	6209	0.994147233	3068
6132	6231	0.994141489	3069
6152	9045	0.994137813	3070
5689	5717	0.994126248	3071
6144	6155	0.994115936	3072
6647	7086	0.994111652	3073
2023	2171	0.994099519	3074
11224	6224	0.99409702	3075
6144	6222	0.994088124	3076
6142	6230	0.994085778	3077
22894	23404	0.994082468	3078
25873	6207	0.994080234	3079
10053	163	0.994050659	3080
6208	9045	0.994043495	3081
23233	23265	0.99403889	3082
6137	6205	0.99402746	3083
143471	5702	0.994003437	3084
6142	6210	0.993971993	3086
6189	9349	0.993971224	3087
6169	6188	0.99395893	3088
6144	6157	0.993958198	3089
64965	7818	0.993942211	3090
4736	6169	0.993939115	3091
6137	6206	0.993911641	3092
3329	3336	0.993908675	3093
6125	6156	0.993881773	3094
51121	6156	0.99387845	3095
6141	6154	0.993837982	3097
6155	6217	0.993837961	3098
10294	3312	0.993832551	3099
6160	9045	0.993830881	3100
4736	6205	0.993829007	3101
6142	6191	0.993812089	3102
5683	5700	0.993806616	3103
6128	6231	0.993805775	3104
6431	6432	0.993800198	3105
6135	6223	0.993799741	3106
6128	6187	0.99379832	3107
6137	6209	0.993797786	3108
6144	6152	0.993780841	3109
6141	6164	0.993778387	3110
57819	6634	0.99377392	3111
6133	6134	0.99377053	3112
51649	7818	0.993763127	3113
6144	6187	0.9937199	3114
29082	51510	0.99370382	3115
6176	6194	0.993687443	3116
6207	6224	0.993657968	3117
6206	6231	0.993649966	3118
6154	9045	0.993646792	3119
6130	6134	0.993645657	3120
6138	6176	0.993629685	3121
3313	80273	0.993626573	3122
6125	6168	0.993575234	3123
6157	6168	0.993563912	3124
6125	6160	0.993553187	3125
10573	11222	0.993546272	3126
51253	54148	0.993543079	3127
51121	6141	0.993501087	3128
5694	9861	0.993495729	3129
25873	6132	0.99349233	3130
6124	6160	0.993485729	3131
10573	29088	0.993476444	3132
25873	51121	0.993438501	3133
6147	6231	0.993428878	3134
6123	6152	0.993407839	3135
6203	6204	0.993404196	3136
3921	6191	0.993374985	3137
1159	7170	0.993354649	3138
51649	64965	0.993301371	3140
2171	3094	0.993296703	3141
60488	7818	0.993292344	3142
6160	6202	0.993284239	3143
5519	5528	0.993267258	3144
6138	6154	0.993238963	3145
25926	84135	0.993238216	3146
27258	51690	0.993226293	3147
6143	6204	0.993211843	3148
25873	6203	0.993201033	3149
6169	6201	0.99318589	3150
3921	6208	0.993161844	3151
6230	9045	0.993142368	3152
6155	6224	0.993131329	3153
10573	51253	0.993118657	3154
11224	6206	0.993107678	3155
6123	6194	0.993106328	3156
6189	6222	0.993104264	3157
23521	6206	0.993084007	3158
51138	9318	0.993070184	3159
6634	6636	0.993057071	3160
6134	6217	0.99304894	3161
6181	6202	0.993022733	3162
6129	6223	0.993016564	3163
3921	6222	0.993016516	3164
6175	6231	0.992966916	3165
6125	6194	0.992964164	3166
2280	2286	0.992957256	3167
6142	6228	0.992944331	3168
6144	6205	0.992943779	3169
2108	2109	0.992943155	3170
6156	6191	0.992922577	3171
6169	6203	0.992878874	3172
4719	4723	0.99286048	3173
6206	6210	0.992847245	3174
6156	6210	0.992844355	3175
6141	6205	0.992834916	3176
6134	6210	0.992818099	3177
6204	9045	0.992811936	3178
25873	6188	0.992810179	3179
6134	6230	0.992800811	3180
51121	9045	0.992792408	3181
6147	6205	0.992732513	3182
6143	6147	0.99272725	3183
4736	6222	0.992713438	3184
6143	6175	0.992705899	3185
5692	5700	0.992693318	3186
6184	9524	0.992685416	3187
51121	6124	0.992672497	3188
6137	6228	0.992670481	3189
5687	5718	0.992668495	3190
6142	6193	0.992633625	3191
6175	6204	0.992607146	3192
51121	6128	0.992597106	3193
1152	7168	0.992575515	3194
26589	79590	0.992544724	3195
6129	6134	0.992531329	3196
6147	6194	0.992490393	3197
6160	6187	0.99246912	3198
3921	4736	0.992451755	3199
51699	9559	0.992446721	3200
6154	6231	0.992435369	3201
10093	10094	0.992417647	3202
6133	6164	0.99241087	3203
55703	9533	0.992401989	3204
6154	6223	0.992397818	3205
6432	8683	0.992395192	3206
4478	8407	0.992359018	3207
6135	6204	0.992318267	3208
6156	6207	0.992276307	3209
6124	6231	0.992264211	3210
6129	6156	0.992246879	3211
6165	6209	0.992226185	3212
6129	6176	0.992220957	3213
6181	6194	0.992206495	3214
6124	6138	0.992166688	3215
5684	5701	0.992153856	3216
2957	2958	0.992127777	3217
5684	5705	0.992126611	3218
6164	6222	0.992123835	3219
54148	65005	0.992087991	3220
2026	51661	0.992081876	3221
5695	5704	0.99204713	3222
5981	7520	0.992045412	3223
11224	6137	0.992021531	3224
6137	6187	0.992009503	3225
5690	5710	0.991993812	3226
6157	6193	0.991975742	3227
6156	6168	0.991944633	3228
25873	6202	0.991938413	3229
10959	54732	0.991928359	3230
6201	6228	0.991919476	3231
23521	6204	0.991913886	3232
6123	6141	0.991912652	3233
25873	6152	0.991881051	3234
5693	9861	0.991871201	3235
6155	6228	0.991861423	3236
6141	6176	0.991854604	3237
6188	9045	0.991835887	3238
4736	6137	0.991816279	3239
6142	6207	0.991808812	3240
7203	7385	0.991782071	3241
5696	5704	0.991756845	3242
6138	6156	0.991754663	3243
6147	6152	0.991750529	3244
51332	6709	0.991748198	3245
6164	9045	0.991721795	3246
6142	6204	0.991718459	3247
6141	6206	0.991717028	3248
6206	9349	0.991709785	3249
25873	6209	0.991694615	3250
6193	9045	0.991687728	3251
7430	811	0.99166007	3252
4736	6160	0.991646971	3253
6134	6168	0.991627507	3254
6165	6193	0.991626513	3255
4736	6142	0.991616299	3256
6206	6208	0.991601057	3257
6134	9349	0.991546647	3258
6202	6222	0.991532164	3259
6189	6206	0.991510435	3260
6189	6193	0.991488221	3261
6137	6156	0.991482884	3262
23521	6232	0.991477584	3263
6134	6203	0.9914755	3264
6168	6204	0.99143291	3265
6125	6155	0.991416626	3266
6124	6222	0.991410656	3267
6156	6194	0.991406059	3268
6181	6207	0.991394155	3269
3028	4478	0.991388695	3270
6169	6189	0.991373407	3271
6169	6230	0.991357641	3272
6155	6193	0.991348063	3273
55275	738	0.991319981	3274
6206	6230	0.991315179	3275
6187	6189	0.991298945	3276
6122	6137	0.991277664	3277
1159	7169	0.991252381	3278
6130	6205	0.991242935	3279
10573	64978	0.991233612	3280
5688	5707	0.991223291	3281
10240	51649	0.991210297	3282
6204	6231	0.991198834	3283
4736	6181	0.991172888	3284
6154	6156	0.991167674	3285
6138	6231	0.99113035	3286
11224	6222	0.991114698	3287
4736	6202	0.991106682	3288
6208	6230	0.99108131	3289
6175	6222	0.991078407	3290
5245	7417	0.99107733	3291
6137	6217	0.99107475	3292
6130	6222	0.991024723	3293
6155	6208	0.991023916	3294
6189	6201	0.991023016	3295
6141	6223	0.99101486	3296
6426	6431	0.991008225	3297
51121	6137	0.991005999	3298
6191	6222	0.990981745	3299
6130	6208	0.990978968	3300
6428	6432	0.990978125	3301
6122	6222	0.990969492	3302
6124	6194	0.99096499	3303
2026	3094	0.990925128	3304
6123	6224	0.990923161	3305
25873	6123	0.990908908	3306
6122	6203	0.990899819	3307
28957	51116	0.990897168	3308
6204	6217	0.990881893	3309
6228	6231	0.990852773	3310
10632	539	0.990849299	3311
6203	6224	0.990778056	3312
6154	6181	0.990764689	3313
6125	6204	0.990761985	3314
4736	51121	0.990761376	3315
6224	9045	0.990758463	3316
6128	6156	0.990704084	3318
51121	6217	0.990703384	3319
112936	51699	0.9906934	3320
226	23171	0.990673066	3321
6122	6217	0.990666515	3322
6124	6154	0.990633754	3323
6130	6223	0.990568473	3324
6201	6203	0.990566068	3325
6202	6206	0.990565262	3326
29114	3028	0.990525972	3327
117246	51602	0.990497468	3328
10480	27335	0.990468547	3329
6125	6130	0.990424972	3330
6176	6201	0.990368559	3331
6169	6210	0.990362002	3332
11128	5434	0.990358654	3333
6125	6206	0.990333059	3334
2280	6647	0.990324124	3335
6137	6154	0.990284262	3336
2805	6647	0.990266802	3337
5692	5713	0.990217257	3338
6189	6217	0.990165623	3339
6128	9045	0.990139775	3340
55048	7251	0.990133609	3341
6156	6157	0.990126839	3342
10963	3326	0.990119632	3343
22894	54512	0.990112456	3344
25873	6169	0.990111123	3345
6160	6222	0.990092305	3346
5682	5714	0.990089199	3347
6888	7086	0.990049441	3348
6154	6208	0.990037504	3349
55275	55610	0.990030849	3350
2023	6876	0.989983935	3351
2027	5230	0.989977727	3352
6129	6181	0.989962136	3353
231	4831	0.989894771	3354
5684	5707	0.989892323	3355
25824	4831	0.98987767	3356
23107	56945	0.989851097	3357
1175	163	0.989837518	3358
6176	6191	0.989815363	3359
3921	6136	0.989809655	3360
5686	5719	0.989778955	3361
6129	6204	0.98974744	3362
4736	6133	0.989739513	3363
6168	9045	0.98969657	3364
509	513	0.989692026	3365
6164	6168	0.989628283	3366
6156	6201	0.989600745	3367
29088	64978	0.989593117	3368
6207	6228	0.98958578	3369
6168	6181	0.989574666	3370
5692	5719	0.989567555	3371
8662	8668	0.989550899	3372
10097	830	0.989542516	3373
6123	6228	0.989531989	3374
3921	6223	0.989508017	3375
6164	6210	0.989492706	3376
6181	6231	0.989488905	3377
6142	6206	0.989429935	3378
6164	6208	0.989382299	3380
5515	5525	0.989366956	3381
4736	9045	0.989365257	3382
25978	27243	0.989356662	3383
25824	4830	0.989340131	3384
6169	9045	0.989331612	3385
6128	6223	0.989326178	3386
1650	29927	0.989315804	3387
6157	6169	0.989272287	3388
4736	6206	0.989239357	3389
6202	6217	0.989226616	3390
3996	5584	0.989204888	3391
6207	6230	0.989161313	3392
5694	5707	0.989144309	3393
23481	23560	0.989143413	3394
51121	6181	0.989131991	3395
5695	5700	0.989119393	3396
6122	6176	0.989113731	3397
51649	55037	0.989112339	3398
117246	55661	0.989089192	3399
22894	5394	0.989064876	3400
25873	6168	0.989007854	3401
6193	6204	0.988972866	3402
6175	6208	0.988938306	3403
10910	6500	0.988871181	3404
51382	523	0.988838429	3405
5962	8407	0.988837668	3406
6147	6203	0.988819488	3407
6201	6204	0.988803808	3408
231	654364	0.988775367	3409
6164	9349	0.988740371	3410
6160	6176	0.988732899	3411
10427	10484	0.988702639	3412
2023	5230	0.988695084	3413
5692	5709	0.988676892	3414
3921	6204	0.988634766	3415
5693	5700	0.988577849	3416
5683	5705	0.988569511	3417
3925	9141	0.988569356	3418
10427	10483	0.988551611	3419
25873	9045	0.988540579	3420
10240	55037	0.988528994	3421
5516	5529	0.988506467	3422
6205	6217	0.988504071	3423
6130	6132	0.988492769	3424
25824	654364	0.988375721	3425
10105	4831	0.988364792	3426
10640	60412	0.98836088	3427
6138	6204	0.988347363	3428
6125	6165	0.988311025	3429
5696	5708	0.988295708	3430
23649	5422	0.988276192	3431
51073	64978	0.988265426	3432
1650	7419	0.988191927	3433
6155	6205	0.988170928	3434
10972	222068	0.988161421	3435
5693	5707	0.988133639	3436
6201	6217	0.98811576	3437
7334	7335	0.988054688	3438
5682	5717	0.988040105	3439
6138	6228	0.988030593	3440
5693	5710	0.988004478	3441
6125	6137	0.98800172	3442
6155	6169	0.987985926	3443
57617	65082	0.987849878	3444
10053	162	0.987814861	3445
6175	6210	0.98776678	3446
2547	5981	0.987702604	3447
6152	6193	0.987692549	3448
6152	6155	0.987678862	3449
6134	6143	0.987660648	3450
6194	6205	0.987635944	3451
55610	738	0.987611908	3452
6135	6146	0.987456858	3453
6122	6181	0.987408949	3455
6156	6206	0.987342104	3456
6189	6230	0.987338842	3457
6144	6188	0.987337291	3458
6144	6208	0.987329857	3459
6201	6206	0.987327906	3460
6181	6189	0.987323085	3461
6164	6187	0.987293464	3462
6157	6231	0.987289429	3463
6164	6188	0.987287565	3464
6176	6223	0.987273	3465
5692	5710	0.987200325	3466
6122	6160	0.98719428	3467
6144	6160	0.987155425	3468
6240	6241	0.987146786	3469
6128	6168	0.98712254	3470
3921	6228	0.987113435	3471
6169	6205	0.987034446	3472
4736	6147	0.987031753	3473
6124	6224	0.987019383	3474
11224	6231	0.987004422	3475
51116	7818	0.986956074	3476
6132	6181	0.986899345	3477
4719	4720	0.986878317	3478
6142	6231	0.986876491	3479
6125	6231	0.986825009	3480
6124	6164	0.986824191	3481
1650	7417	0.986823142	3482
6130	6154	0.986804336	3483
6176	6193	0.986716254	3484
6187	6217	0.986707309	3485
23450	90324	0.98667833	3486
23521	6164	0.986643743	3487
26589	65005	0.986610632	3488
6169	6222	0.986601892	3489
6160	6231	0.986592202	3490
6134	6205	0.986584963	3491
6134	6169	0.986570843	3492
10728	342538	0.98656018	3493
6202	6205	0.986559326	3494
10096	81873	0.986444343	3495
6124	6189	0.986440228	3496
6160	6206	0.986417548	3497
51121	6231	0.986412745	3498
6146	6194	0.986410002	3499
2027	5223	0.986375925	3500
6168	6223	0.986306256	3501
5245	7416	0.986303616	3502
6194	6223	0.986230792	3503
6137	6208	0.986154482	3504
5695	5706	0.986103734	3505
10808	3312	0.986057546	3506
8665	8667	0.986036333	3507
6122	6208	0.986036273	3508
5694	5713	0.986021562	3509
6143	6206	0.985998984	3510
6181	6208	0.985989647	3511
6137	6231	0.985963697	3512
441282	4831	0.985951315	3513
56945	64949	0.985947215	3514
34	6184	0.98593181	3515
6133	6231	0.985905376	3516
6142	6181	0.985892032	3517
6155	6223	0.985880934	3518
5686	5717	0.985769458	3519
506	513	0.985749957	3520
5962	811	0.985729051	3521
5515	5529	0.985572511	3522
6142	6155	0.985543544	3523
4928	8480	0.98554315	3524
6193	6230	0.985533683	3525
6155	6176	0.985524282	3526
6144	6147	0.985510985	3527
6134	6228	0.985388196	3528
6132	6204	0.985298026	3529
6169	6228	0.985265535	3530
6137	6223	0.985200952	3531
6191	6224	0.985159343	3532
6207	9349	0.985102234	3533
6176	6187	0.985054424	3534
6169	6181	0.985020084	3535
6154	6217	0.984950022	3536
6141	6204	0.9849397	3537
6137	6193	0.984924367	3538
25873	3921	0.984922381	3539
51649	56945	0.984892744	3540
6130	6204	0.984855517	3541
10573	65005	0.984821032	3542
6124	6134	0.984819005	3543
6141	6222	0.984801096	3544
6202	6228	0.984664582	3545
6136	6146	0.984564456	3546
5685	5701	0.984512621	3547
6168	6224	0.984477884	3548
11224	6204	0.984434834	3549
6168	6230	0.984421679	3550
6160	6210	0.984387473	3552
5686	5718	0.984384156	3553
6152	6222	0.984314823	3554
11224	6203	0.984272841	3555
6434	8683	0.984248541	3556
6194	6231	0.984214748	3557
3921	6169	0.984195953	3558
2956	5111	0.984190118	3559
6128	6206	0.984190054	3560
23521	6231	0.984173364	3561
6142	6160	0.984135381	3562
64969	7818	0.984094524	3563
28973	51116	0.984086668	3564
6176	6217	0.984056945	3565
6128	6204	0.984005614	3566
1496	1499	0.983999117	3567
6154	6168	0.983970787	3568
11224	6187	0.983953037	3569
6129	6208	0.983945784	3570
5861	7879	0.983845779	3571
5692	5705	0.983812089	3572
10573	79590	0.983725087	3573
56945	64965	0.983641447	3574
10573	54148	0.983624416	3575
5690	5718	0.983617745	3576
6152	6191	0.983567924	3577
5682	5718	0.98350609	3578
6144	6217	0.983408909	3579
6176	6202	0.983318178	3580
6124	6230	0.983247648	3581
5692	56984	0.983231543	3582
5696	5706	0.983229327	3583
6123	6168	0.983186918	3584
6142	6147	0.983122104	3585
6155	6187	0.983116578	3586
51253	79590	0.983112435	3587
6143	6231	0.983038331	3588
143471	5700	0.983022043	3589
4736	6223	0.983008894	3590
5694	56984	0.982997846	3591
6204	6228	0.98294748	3592
4736	6230	0.982850646	3593
6426	8683	0.9827558	3594
11224	6147	0.982695227	3595
6144	6223	0.982689479	3596
23560	54552	0.982618132	3597
7879	81876	0.982444343	3598
5692	5717	0.982424259	3599
8662	8666	0.982410118	3600
6181	9349	0.982401584	3601
6176	6207	0.982383561	3602
6223	6228	0.982375439	3603
23481	55661	0.982307986	3604
3921	6231	0.982301221	3605
5441	9533	0.982275387	3606
3336	9104	0.982260262	3607
6184	7919	0.982244405	3608
26275	60314	0.982177013	3609
6155	6181	0.982142294	3610
1152	7170	0.98213195	3611
5686	5713	0.98211277	3612
6132	6223	0.982095013	3613
6144	6156	0.982057619	3614
5300	8724	0.982011948	3615
6203	6231	0.982005743	3616
6144	6230	0.982000732	3617
28973	7818	0.981994029	3618
6191	6223	0.981955419	3619
6128	6164	0.981951418	3620
10001	84246	0.981869033	3621
6228	9045	0.981743421	3622
6181	9045	0.981711352	3623
6130	6147	0.981672691	3624
6164	6203	0.981671854	3625
6142	6176	0.981663532	3626
6203	6206	0.981519416	3627
11224	6124	0.981415001	3628
6130	6155	0.981398154	3629
5683	5707	0.98138191	3630
6203	6230	0.981351823	3631
10969	55299	0.981344609	3632
3028	5962	0.981194858	3633
1213	7385	0.981072736	3634
10808	3308	0.981070872	3635
6168	6205	0.981061159	3636
11224	6125	0.981040364	3637
6164	6230	0.980978016	3638
6142	9349	0.980948753	3639
10728	813	0.980903593	3640
6187	6230	0.980840953	3641
6223	9349	0.980773819	3642
6206	6222	0.980748705	3643
6428	6431	0.980663355	3644
3921	6128	0.980492149	3645
6205	6231	0.980463776	3646
6144	6193	0.980462697	3647
5692	9861	0.98043146	3648
6176	6228	0.980415536	3649
2026	2879	0.980414994	3650
5687	5719	0.980409152	3651
23481	55299	0.980399084	3652
55037	64965	0.980398864	3653
56945	7818	0.980381474	3654
50813	9318	0.980371086	3655
5694	5718	0.980371022	3656
5687	5700	0.980358403	3657
1174	164	0.98034233	3658
6156	6205	0.980337908	3659
4723	4729	0.980336856	3660
5695	5705	0.980336834	3661
164	8905	0.980334561	3662
4720	4723	0.980306473	3663
2547	6118	0.980304839	3664
498	513	0.980304357	3665
25873	6164	0.980248538	3666
6155	6231	0.980239074	3667
28957	55037	0.980177792	3668
6155	6230	0.980148983	3669
10212	6184	0.980132446	3670
10785	4234	0.980122314	3671
4141	9521	0.980118454	3672
7295	8407	0.98009593	3673
6156	6189	0.979968724	3674
5695	5701	0.979907821	3675
6193	6231	0.979837189	3676
28973	60488	0.9798117	3677
6134	6137	0.979757624	3678
6154	6169	0.979704284	3679
515	521	0.979642061	3680
6160	6208	0.979624457	3681
10199	57050	0.979585322	3683
5683	9861	0.979578757	3684
6152	6205	0.979565867	3685
6156	6230	0.979563705	3686
6160	6189	0.979555039	3687
3921	6155	0.97954848	3688
6164	6224	0.979540672	3689
6124	6202	0.979535054	3690
6146	6165	0.979513621	3691
6184	6185	0.979398645	3692
1152	7171	0.979290268	3693
2027	2879	0.979245354	3694
5687	5709	0.979185647	3695
6136	6232	0.979176946	3696
22824	3312	0.979121484	3697
6135	6232	0.978844645	3698
6156	6169	0.978740292	3699
84191	9391	0.978731439	3700
25873	6181	0.978730694	3701
6194	6204	0.97872233	3702
4720	4722	0.978712371	3703
6201	6230	0.978654829	3704
2108	34	0.978577462	3705
6160	6217	0.978560977	3706
6157	6204	0.97855741	3707
6152	6224	0.978555582	3708
6156	9045	0.978473383	3709
7169	81	0.978460197	3710
6123	6137	0.978458884	3711
25873	6208	0.978343343	3712
